DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-08-17 00:00:00;259;6;0;0;0;0;0;7;8;0;0;0;0;0
2019-08-17 00:15:00;4;8;3;2;1;0;0;7;10;0;0;0;0;0
2019-08-17 00:30:00;4;2;1;1;2;0;0;4;11;0;0;0;0;0
2019-08-17 00:45:00;2;6;1;1;0;0;0;2;5;0;0;0;0;0
2019-08-17 01:00:00;2;2;0;0;1;0;0;2;4;0;0;0;0;0
2019-08-17 01:15:00;2;5;1;1;1;0;0;2;7;0;0;0;4;0
2019-08-17 01:30:00;4;2;0;0;0;0;0;1;1;0;0;0;0;0
2019-08-17 01:45:00;5;1;1;1;0;0;0;2;4;0;0;0;0;0
2019-08-17 02:00:00;0;0;0;0;0;0;0;1;4;0;0;0;0;0
2019-08-17 02:15:00;4;3;0;0;0;0;0;0;3;0;0;0;0;0
2019-08-17 02:30:00;2;4;2;1;0;1;0;0;3;0;0;0;0;0
2019-08-17 02:45:00;0;1;0;0;0;1;0;2;4;0;0;0;0;0
2019-08-17 03:00:00;2;3;0;0;0;0;0;1;4;0;0;0;0;0
2019-08-17 03:15:00;0;1;0;0;0;2;0;1;4;0;0;0;0;0
2019-08-17 03:30:00;0;8;1;1;0;0;0;1;0;0;0;0;0;0
2019-08-17 03:45:00;0;3;1;0;0;0;0;1;4;0;0;0;0;0
2019-08-17 04:00:00;1;4;2;2;1;0;0;1;2;0;0;0;0;0
2019-08-17 04:15:00;1;1;0;0;0;0;0;1;2;0;0;0;0;0
2019-08-17 04:30:00;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2019-08-17 04:45:00;1;3;0;0;0;0;0;1;0;0;0;0;0;0
2019-08-17 05:00:00;5;4;0;1;0;0;0;1;2;0;0;0;0;0
2019-08-17 05:15:00;3;3;6;4;1;0;0;2;4;0;0;0;0;0
2019-08-17 05:30:00;4;8;2;3;0;0;0;6;11;0;0;0;0;0
2019-08-17 05:45:00;5;9;0;0;0;1;1;5;1;0;0;0;0;0
2019-08-17 06:00:00;3;6;3;3;5;4;7;1;4;0;0;0;0;0
2019-08-17 06:15:00;2;5;1;2;1;0;0;6;7;0;0;0;0;0
2019-08-17 06:30:00;3;5;5;6;1;2;0;14;13;0;0;0;0;0
2019-08-17 06:45:00;5;9;2;2;0;2;1;10;9;0;0;0;0;0
2019-08-17 07:00:00;5;7;2;1;1;0;0;7;7;0;0;0;0;0
2019-08-17 07:15:00;5;6;0;0;3;0;0;4;6;0;0;0;0;0
2019-08-17 07:30:00;8;8;2;2;0;0;0;8;7;0;0;0;0;0
2019-08-17 07:45:00;11;9;0;1;2;0;0;11;7;0;0;0;0;0
2019-08-17 08:00:00;2;5;0;0;2;1;0;10;10;0;0;0;0;0
2019-08-17 08:15:00;11;11;1;3;2;1;0;6;5;0;0;0;0;0
2019-08-17 08:30:00;8;10;3;2;2;0;0;13;13;0;0;0;0;0
2019-08-17 08:45:00;6;11;1;2;1;3;0;10;7;0;0;0;0;0
2019-08-17 09:00:00;14;15;2;0;0;1;0;13;11;0;0;0;0;0
2019-08-17 09:15:00;14;13;2;2;5;0;0;17;11;0;0;0;1;2
2019-08-17 09:30:00;12;11;6;3;2;0;0;14;17;0;0;0;0;0
2019-08-17 09:45:00;14;25;4;6;3;0;1;11;14;0;0;0;0;0
2019-08-17 10:00:00;23;16;1;2;0;2;0;8;14;0;0;0;0;0
2019-08-17 10:15:00;20;23;1;2;4;0;0;13;13;0;0;0;2;0
2019-08-17 10:30:00;62;24;1;3;8;2;1;16;20;0;0;0;4;6
2019-08-17 10:45:00;530;30;3;4;2;5;0;15;14;0;0;0;0;0
2019-08-17 11:00:00;535;19;2;3;1;3;0;24;27;0;0;0;0;0
2019-08-17 11:15:00;517;21;4;5;3;2;0;23;14;0;0;0;0;0
2019-08-17 11:30:00;514;26;5;7;2;2;0;13;17;0;0;0;0;0
2019-08-17 11:45:00;11;35;1;1;1;2;0;11;15;0;0;0;3;1
2019-08-17 12:00:00;267;11;5;5;8;4;0;22;27;0;0;0;0;0
2019-08-17 12:15:00;18;28;5;6;1;1;0;17;17;0;0;0;0;0
2019-08-17 12:30:00;25;34;7;7;2;2;2;14;21;0;0;0;3;2
2019-08-17 12:45:00;15;15;8;6;2;1;0;12;14;2;0;0;1;0
2019-08-17 13:00:00;16;20;4;5;5;2;0;17;16;0;0;0;3;4
2019-08-17 13:15:00;13;22;4;3;1;2;1;14;14;0;0;0;2;0
2019-08-17 13:30:00;12;26;5;5;3;2;1;21;23;0;0;0;4;7
2019-08-17 13:45:00;18;23;0;0;7;3;1;14;17;1;0;0;1;1
2019-08-17 14:00:00;13;21;4;4;5;1;0;13;14;0;0;0;0;0
2019-08-17 14:15:00;16;35;3;4;5;2;2;11;16;0;0;0;2;0
2019-08-17 14:30:00;31;23;5;5;2;1;1;13;33;0;0;0;0;0
2019-08-17 14:45:00;20;20;1;2;3;3;4;11;21;0;0;0;1;0
2019-08-17 15:00:00;17;18;2;2;3;3;0;18;19;0;0;0;4;7
2019-08-17 15:15:00;18;25;3;2;0;3;0;12;18;0;0;0;5;28
2019-08-17 15:30:00;13;23;3;3;5;3;0;17;20;0;0;0;4;0
2019-08-17 15:45:00;18;19;2;2;1;4;0;10;14;0;0;0;0;0
2019-08-17 16:00:00;13;25;3;4;1;1;0;12;17;0;0;0;0;0
2019-08-17 16:15:00;13;20;4;3;2;2;2;9;20;2;0;1;2;0
2019-08-17 16:30:00;15;15;7;4;4;4;0;10;20;0;0;0;4;0
2019-08-17 16:45:00;10;19;5;7;3;0;0;9;17;0;0;0;1;0
2019-08-17 17:00:00;14;25;5;5;1;1;0;7;17;0;0;0;1;0
2019-08-17 17:15:00;23;31;2;4;2;6;2;14;18;0;0;0;4;0
2019-08-17 17:30:00;14;12;7;6;2;4;1;15;25;0;0;0;1;2
2019-08-17 17:45:00;20;25;1;3;1;3;0;20;18;0;0;0;1;0
2019-08-17 18:00:00;15;15;2;5;1;5;0;12;24;0;0;0;0;0
2019-08-17 18:15:00;13;15;7;6;2;0;0;10;11;0;0;0;2;0
2019-08-17 18:30:00;19;12;1;2;2;1;1;12;26;0;0;3;0;0
2019-08-17 18:45:00;21;23;2;2;2;0;0;8;10;0;0;0;0;0
2019-08-17 19:00:00;13;21;2;1;3;2;0;15;20;0;0;0;0;0
2019-08-17 19:15:00;10;12;3;2;5;1;0;10;17;0;0;0;0;0
2019-08-17 19:30:00;9;19;7;7;2;1;0;13;17;0;0;0;0;0
2019-08-17 19:45:00;18;17;2;3;1;2;1;5;15;0;0;0;0;0
2019-08-17 20:00:00;13;10;1;2;2;2;1;6;17;0;0;0;0;0
2019-08-17 20:15:00;10;14;1;1;3;3;0;3;10;0;0;0;0;0
2019-08-17 20:30:00;13;14;1;2;1;1;0;3;10;0;0;0;0;0
2019-08-17 20:45:00;13;16;1;1;3;1;1;4;9;0;0;0;0;0
2019-08-17 21:00:00;9;17;3;3;1;0;0;6;14;0;0;0;0;0
2019-08-17 21:15:00;10;13;1;1;4;1;0;4;10;0;0;0;0;0
2019-08-17 21:30:00;7;10;3;3;1;5;3;5;16;0;0;0;0;0
2019-08-17 21:45:00;265;13;0;1;4;1;0;7;13;0;0;0;0;0
2019-08-17 22:00:00;8;12;0;0;0;0;0;9;10;0;0;0;0;0
2019-08-17 22:15:00;24;12;1;3;0;2;0;9;10;0;0;0;0;0
2019-08-17 22:30:00;518;13;0;0;0;2;0;8;3;0;0;0;0;0
2019-08-17 22:45:00;258;8;4;3;0;0;0;4;5;0;0;0;0;0
2019-08-17 23:00:00;255;9;1;1;0;0;1;3;12;0;0;0;0;0
2019-08-17 23:15:00;20;5;0;0;1;1;0;4;8;0;0;0;0;0
2019-08-17 23:30:00;263;7;0;1;1;1;0;15;6;0;0;0;0;0
2019-08-17 23:45:00;260;11;1;1;0;1;0;4;4;0;0;0;0;0
