DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2019-11-19 00:00:00;2;2;0;2;1;0;1;2;3;1
2019-11-19 00:15:00;6;5;0;9;5;1;6;9;5;5
2019-11-19 00:30:00;4;6;1;0;2;3;2;0;3;3
2019-11-19 00:45:00;3;2;1;5;4;0;3;5;3;1
2019-11-19 01:00:00;1;3;0;8;8;2;8;5;3;1
2019-11-19 01:15:00;2;3;2;8;2;1;2;8;2;3
2019-11-19 01:30:00;1;1;1;3;4;0;4;2;1;1
2019-11-19 01:45:00;3;3;0;4;5;1;4;3;4;2
2019-11-19 02:00:00;2;4;0;2;3;1;2;1;4;2
2019-11-19 02:15:00;5;3;0;0;4;1;3;0;2;5
2019-11-19 02:30:00;1;0;0;3;0;1;0;3;0;1
2019-11-19 02:45:00;5;3;1;1;4;0;4;2;2;2
2019-11-19 03:00:00;1;3;0;4;1;1;1;3;3;1
2019-11-19 03:15:00;2;2;1;1;0;0;0;1;1;2
2019-11-19 03:30:00;1;1;2;1;3;0;3;0;1;1
2019-11-19 03:45:00;2;1;0;4;4;2;4;6;1;2
2019-11-19 04:00:00;6;1;1;4;2;1;2;3;1;6
2019-11-19 04:15:00;5;3;3;6;8;0;8;6;2;5
2019-11-19 04:30:00;4;6;0;5;6;2;7;4;5;3
2019-11-19 04:45:00;11;3;0;12;14;1;14;9;4;9
2019-11-19 05:00:00;19;7;0;22;31;4;34;22;8;17
2019-11-19 05:15:00;25;14;2;36;63;9;61;35;15;24
2019-11-19 05:30:00;32;24;2;55;63;14;71;53;26;28
2019-11-19 05:45:00;45;34;4;72;67;13;75;72;37;43
2019-11-19 06:00:00;50;47;5;81;66;15;69;76;50;41
2019-11-19 06:15:00;67;49;7;96;92;27;92;95;47;61
2019-11-19 06:30:00;70;42;10;155;165;30;166;158;39;68
2019-11-19 06:45:00;75;44;6;187;173;16;177;187;46;68
2019-11-19 07:00:00;65;48;6;197;179;19;182;195;45;61
2019-11-19 07:15:00;70;47;16;159;140;25;142;159;48;66
2019-11-19 07:30:00;62;42;11;174;162;30;161;181;40;59
2019-11-19 07:45:00;
2019-11-19 08:00:00;
2019-11-19 08:15:00;
2019-11-19 08:30:00;
2019-11-19 08:45:00;
2019-11-19 09:00:00;
2019-11-19 09:15:00;22;17;4;45;37;8;41;42;17;16
2019-11-19 09:30:00;43;28;12;74;90;17;86;62;29;37
2019-11-19 09:45:00;62;63;14;71;91;16;101;70;67;52
2019-11-19 10:00:00;64;54;14;75;89;17;91;67;67;52
2019-11-19 10:15:00;62;64;12;72;83;24;92;58;50;51
2019-11-19 10:30:00;57;62;10;75;91;23;99;61;58;50
2019-11-19 10:45:00;54;63;19;71;90;18;98;56;65;53
2019-11-19 11:00:00;68;73;17;84;94;16;94;73;78;52
2019-11-19 11:15:00;73;55;23;91;98;15;100;83;64;57
2019-11-19 11:30:00;58;64;11;50;58;17;67;47;55;50
2019-11-19 11:45:00;78;57;23;93;77;21;85;76;56;68
2019-11-19 12:00:00;76;59;21;75;65;16;75;58;67;71
2019-11-19 12:15:00;84;72;17;77;69;15;75;61;76;72
2019-11-19 12:30:00;74;74;15;57;87;21;85;58;68;75
2019-11-19 12:45:00;74;68;16;67;71;18;76;60;65;71
2019-11-19 13:00:00;84;90;17;74;101;34;108;65;90;83
2019-11-19 13:15:00;84;82;10;84;101;18;102;76;86;75
2019-11-19 13:30:00;94;87;11;99;119;19;117;98;84;81
2019-11-19 13:45:00;88;50;22;76;87;24;97;68;66;78
2019-11-19 14:00:00;105;100;19;72;82;20;82;64;104;97
