DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-03-17 00:00:00;3;3;1;0;2;0;3;2;3;0;0;0;0;0;0;0;0
2020-03-17 00:15:00;0;2;1;1;2;2;3;1;2;0;0;0;0;0;0;0;0
2020-03-17 00:30:00;4;5;3;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-17 00:45:00;0;0;1;0;1;0;3;3;3;0;0;0;0;0;0;0;0
2020-03-17 01:00:00;1;2;5;2;5;1;1;2;2;0;0;0;0;0;0;0;0
2020-03-17 01:15:00;1;2;1;0;2;1;2;1;2;0;0;0;0;0;0;0;0
2020-03-17 01:30:00;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-03-17 01:45:00;2;4;3;2;1;2;0;1;1;0;0;0;0;0;0;0;0
2020-03-17 02:00:00;2;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-17 02:15:00;1;2;2;1;2;0;1;0;1;1;1;0;0;0;0;0;0
2020-03-17 02:30:00;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0
2020-03-17 02:45:00;0;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0
2020-03-17 03:00:00;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-03-17 03:15:00;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-17 03:30:00;1;2;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-03-17 03:45:00;1;1;2;0;2;1;2;2;2;1;1;0;0;0;0;0;0
2020-03-17 04:00:00;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-03-17 04:15:00;0;1;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0
2020-03-17 04:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-17 04:45:00;3;2;0;0;0;0;3;7;7;0;0;0;0;0;0;0;0
2020-03-17 05:00:00;3;3;0;0;0;0;6;11;11;0;0;0;0;0;0;0;0
2020-03-17 05:15:00;3;2;0;0;0;0;17;25;25;0;0;0;0;0;0;0;0
2020-03-17 05:30:00;11;8;1;0;3;1;18;33;36;0;0;0;0;0;0;0;0
2020-03-17 05:45:00;35;25;1;1;0;0;16;20;23;0;0;0;0;0;0;0;0
2020-03-17 06:00:00;33;20;2;0;1;0;13;21;21;0;0;0;0;0;0;0;0
2020-03-17 06:15:00;16;9;1;0;0;0;13;24;25;0;0;0;0;0;0;0;0
2020-03-17 06:30:00;13;5;1;3;3;2;18;25;30;0;0;0;0;0;0;0;0
2020-03-17 06:45:00;24;10;2;3;0;1;18;27;29;0;0;0;0;0;0;0;0
2020-03-17 07:00:00;20;15;2;2;0;1;18;24;27;0;0;2;0;0;0;0;0
2020-03-17 07:15:00;38;16;5;3;4;4;20;31;33;0;0;0;0;0;0;0;0
2020-03-17 07:30:00;32;16;3;6;6;3;23;31;36;1;1;0;0;0;0;0;0
2020-03-17 07:45:00;51;26;7;9;2;4;25;26;28;0;0;0;0;0;0;0;0
2020-03-17 08:00:00;33;32;2;3;2;1;23;35;38;0;0;0;0;0;0;0;0
2020-03-17 08:15:00;38;36;7;5;3;3;24;33;35;0;0;0;0;0;0;0;0
2020-03-17 08:30:00;34;34;16;8;12;5;21;27;23;1;6;1;0;0;0;0;0
2020-03-17 08:45:00;44;30;7;5;5;4;25;39;39;4;4;0;0;0;0;0;0
2020-03-17 09:00:00;37;31;16;10;9;4;21;33;33;6;4;0;0;0;0;0;0
2020-03-17 09:15:00;44;46;12;6;7;3;25;43;47;2;2;1;0;0;2;0;0
2020-03-17 09:30:00;55;54;26;13;12;9;22;49;46;13;4;0;0;0;0;0;0
2020-03-17 09:45:00;50;49;31;12;11;10;46;53;53;13;9;0;0;0;0;0;0
2020-03-17 10:00:00;46;34;18;7;8;4;29;45;42;14;9;4;0;0;0;0;0
2020-03-17 10:15:00;51;58;35;12;11;10;41;60;57;15;7;0;0;0;1;0;0
2020-03-17 10:30:00;45;40;32;17;14;8;43;68;66;17;12;1;0;0;3;0;0
2020-03-17 10:45:00;56;51;45;26;12;12;40;59;54;14;8;1;0;0;1;0;0
2020-03-17 11:00:00;44;42;44;27;15;17;55;75;76;17;6;0;0;0;2;0;0
2020-03-17 11:15:00;45;51;33;20;11;13;32;47;51;17;5;1;0;0;0;0;0
2020-03-17 11:30:00;42;49;39;19;12;11;40;63;64;19;13;0;0;0;0;0;0
2020-03-17 11:45:00;44;50;32;18;15;13;32;50;54;20;11;0;0;0;0;0;0
2020-03-17 12:00:00;50;57;56;23;17;13;38;56;56;15;11;2;0;0;0;0;0
2020-03-17 12:15:00;44;41;36;18;14;14;33;50;50;13;5;0;0;0;1;0;0
2020-03-17 12:30:00;54;48;46;23;14;12;42;53;54;22;10;2;0;0;3;0;0
2020-03-17 12:45:00;42;40;41;21;11;11;34;45;46;12;7;7;0;0;0;0;0
2020-03-17 13:00:00;44;39;39;15;15;11;38;65;63;16;9;1;0;0;1;0;0
2020-03-17 13:15:00;40;36;34;24;12;11;36;55;53;16;7;1;0;0;1;0;0
2020-03-17 13:30:00;44;31;38;19;12;11;29;51;52;7;8;0;0;0;3;0;0
2020-03-17 13:45:00;43;43;31;13;16;10;36;52;51;13;9;2;0;0;1;0;0
2020-03-17 14:00:00;62;65;33;15;17;11;30;58;55;12;6;0;0;0;2;0;0
2020-03-17 14:15:00;68;65;38;16;15;17;31;36;38;16;6;1;0;0;1;0;0
2020-03-17 14:30:00;50;54;44;16;16;20;36;41;36;14;7;0;0;0;0;0;0
2020-03-17 14:45:00;62;63;34;17;15;14;33;57;58;12;5;0;0;0;4;0;0
2020-03-17 15:00:00;55;47;34;20;16;11;31;56;55;16;10;5;0;0;0;0;0
2020-03-17 15:15:00;56;63;41;25;11;15;33;38;39;22;15;2;0;0;3;0;0
2020-03-17 15:30:00;64;57;36;30;12;15;30;49;53;17;9;1;0;0;1;0;0
2020-03-17 15:45:00;45;57;29;15;10;16;30;54;56;26;16;1;0;0;3;0;0
2020-03-17 16:00:00;73;44;36;20;13;12;42;58;59;21;9;3;0;0;0;0;0
2020-03-17 16:15:00;56;49;50;25;12;16;36;57;58;20;14;0;0;0;0;0;0
2020-03-17 16:30:00;62;68;51;27;17;15;35;66;62;22;11;3;0;0;3;0;0
2020-03-17 16:45:00;63;53;44;27;18;15;38;69;73;17;14;1;0;0;2;0;0
2020-03-17 17:00:00;60;60;38;16;14;11;45;75;76;23;20;2;0;0;4;0;0
2020-03-17 17:15:00;47;68;36;18;10;11;45;65;65;32;13;2;0;0;1;0;0
2020-03-17 17:30:00;68;64;38;21;14;10;45;57;59;15;5;0;0;0;5;0;0
2020-03-17 17:45:00;48;51;37;16;15;13;40;64;58;25;16;2;0;0;0;0;0
2020-03-17 18:00:00;51;49;51;25;12;12;41;66;64;21;11;0;0;0;1;0;0
