DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-03-10 00:00:00;4;5;5;1;4;1;6;4;5;0;0;0;0;0;0;0;0
2020-03-10 00:15:00;2;8;3;1;2;0;4;4;4;0;0;0;0;0;0;0;0
2020-03-10 00:30:00;0;2;4;0;2;0;4;1;1;1;0;0;0;0;0;0;0
2020-03-10 00:45:00;5;3;4;0;3;1;2;2;2;0;0;0;0;0;0;0;0
2020-03-10 01:00:00;1;0;3;1;3;4;1;2;2;0;0;0;0;0;0;0;0
2020-03-10 01:15:00;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
2020-03-10 01:30:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-10 01:45:00;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-10 02:00:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-10 02:15:00;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-03-10 02:30:00;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-03-10 02:45:00;1;1;2;0;2;0;1;2;2;2;2;0;0;0;0;0;0
2020-03-10 03:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-10 03:15:00;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-10 03:30:00;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-10 03:45:00;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-03-10 04:00:00;0;0;1;1;1;0;1;1;1;2;2;0;0;0;0;0;0
2020-03-10 04:15:00;2;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0
2020-03-10 04:30:00;1;0;0;0;0;0;3;5;5;1;1;0;0;0;0;0;0
2020-03-10 04:45:00;4;3;1;1;2;2;5;8;9;0;0;0;0;0;0;0;0
2020-03-10 05:00:00;1;2;0;0;0;0;18;20;23;0;0;0;0;0;0;0;0
2020-03-10 05:15:00;5;6;0;0;0;0;23;36;38;0;0;0;0;0;0;0;0
