DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-01-13 00:00:00;3;1;1;1;1;0;0;0;0;0
2020-01-13 00:15:00;4;5;0;0;0;0;0;0;0;0
2020-01-13 00:30:00;2;2;2;1;3;5;0;0;0;0
2020-01-13 00:45:00;1;1;0;1;1;2;0;0;0;0
2020-01-13 01:00:00;1;0;0;0;1;2;0;0;0;0
2020-01-13 01:15:00;0;0;0;0;2;0;0;0;0;0
2020-01-13 01:30:00;1;0;0;0;0;0;0;0;0;0
2020-01-13 01:45:00;0;1;0;0;1;0;0;0;0;0
2020-01-13 02:00:00;0;0;0;1;0;0;0;0;0;0
2020-01-13 02:15:00;0;0;0;0;0;1;0;0;0;0
2020-01-13 02:30:00;1;0;0;0;2;1;0;0;0;0
2020-01-13 02:45:00;1;0;0;0;0;1;0;0;0;0
2020-01-13 03:00:00;3;0;1;0;1;0;0;0;0;0
2020-01-13 03:15:00;0;1;0;0;1;0;0;0;0;0
2020-01-13 03:30:00;0;0;0;1;1;0;0;0;0;0
2020-01-13 03:45:00;2;3;0;0;0;0;0;0;0;0
2020-01-13 04:00:00;0;1;1;0;4;0;0;0;0;0
2020-01-13 04:15:00;1;1;3;2;1;0;0;0;0;0
2020-01-13 04:30:00;1;2;2;0;0;0;0;0;0;0
2020-01-13 04:45:00;0;1;3;2;2;2;0;0;0;0
2020-01-13 05:00:00;4;2;4;2;2;4;0;0;0;0
2020-01-13 05:15:00;3;4;2;5;3;6;0;0;0;0
2020-01-13 05:30:00;7;7;6;10;6;13;0;0;0;0
2020-01-13 05:45:00;6;14;5;8;10;23;0;0;0;0
2020-01-13 06:00:00;15;23;11;3;10;30;0;0;0;0
2020-01-13 06:15:00;10;25;21;15;19;36;0;0;0;0
2020-01-13 06:30:00;17;24;23;20;21;37;0;0;0;0
2020-01-13 06:45:00;12;32;51;11;28;64;0;0;0;0
2020-01-13 07:00:00;24;40;62;17;41;58;0;0;0;0
2020-01-13 07:15:00;14;35;79;17;33;95;0;0;0;0
2020-01-13 07:30:00;31;58;130;30;60;119;0;0;0;0
2020-01-13 07:45:00;36;72;95;28;73;96;0;0;0;0
2020-01-13 08:00:00;21;66;88;22;69;105;0;0;0;0
2020-01-13 08:15:00;19;59;72;35;47;89;0;0;0;0
2020-01-13 08:30:00;31;50;41;28;43;69;0;0;0;0
2020-01-13 08:45:00;19;31;288;32;38;64;0;0;0;0
2020-01-13 09:00:00;27;21;29;38;32;45;0;0;0;0
2020-01-13 09:15:00;20;24;19;26;44;39;0;0;0;0
2020-01-13 09:30:00;27;39;44;47;36;59;0;0;0;0
2020-01-13 09:45:00;31;52;29;46;34;46;0;0;0;0
2020-01-13 10:00:00;29;36;41;41;21;42;0;0;0;0
2020-01-13 10:15:00;33;31;37;45;25;24;0;0;0;0
2020-01-13 10:30:00;33;37;34;49;31;32;0;0;0;0
2020-01-13 10:45:00;40;40;57;65;43;35;0;0;0;0
2020-01-13 11:00:00;45;41;30;52;35;35;0;0;0;0
2020-01-13 11:15:00;26;34;38;51;31;20;0;0;0;0
