DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-04-23 00:00:00;0;2;3;0;0;1;0;2;2;0;2;2;1
2020-04-23 00:15:00;0;4;3;1;2;2;0;7;2;1;2;4;3
2020-04-23 00:30:00;0;3;3;0;3;3;1;4;0;0;3;5;2
2020-04-23 00:45:00;0;3;2;1;2;4;1;3;0;1;4;2;1
2020-04-23 01:00:00;0;2;1;0;2;3;2;3;3;1;0;1;0
2020-04-23 01:15:00;0;0;1;0;2;1;1;2;1;1;3;3;2
2020-04-23 01:30:00;0;0;0;0;0;3;1;2;0;0;5;1;1
2020-04-23 01:45:00;0;2;2;0;1;1;0;2;2;0;1;3;2
2020-04-23 02:00:00;0;5;0;0;0;3;0;0;0;1;4;2;1
2020-04-23 02:15:00;0;0;0;0;0;1;0;1;0;0;5;1;0
2020-04-23 02:30:00;0;4;0;0;5;2;0;3;0;1;2;2;0
2020-04-23 02:45:00;0;0;0;0;1;4;0;0;0;0;1;1;1
2020-04-23 03:00:00;0;5;0;0;1;1;0;2;0;0;2;0;0
2020-04-23 03:15:00;0;1;0;0;0;2;2;0;0;0;1;1;1
2020-04-23 03:30:00;0;1;0;0;3;2;1;3;0;1;3;3;0
2020-04-23 03:45:00;0;3;1;0;0;0;0;0;2;1;1;0;0
2020-04-23 04:00:00;0;2;0;0;1;5;0;1;1;1;2;2;2
2020-04-23 04:15:00;0;1;1;0;1;5;2;2;1;0;6;3;1
2020-04-23 04:30:00;0;1;3;0;1;8;2;3;1;1;6;3;2
2020-04-23 04:45:00;0;0;1;0;4;10;4;9;2;0;8;4;2
2020-04-23 05:00:00;0;10;6;0;5;10;6;12;4;4;15;12;5
2020-04-23 05:15:00;0;9;10;1;4;20;4;18;6;3;26;28;8
2020-04-23 05:30:00;0;17;11;0;9;28;9;29;17;3;48;41;14
2020-04-23 05:45:00;0;24;15;1;9;28;8;46;40;2;36;42;18
2020-04-23 06:00:00;0;11;16;2;10;27;11;30;27;2;32;33;16
2020-04-23 06:15:00;0;17;11;2;17;27;12;57;41;3;45;42;17
2020-04-23 06:30:00;0;22;19;6;31;57;15;69;70;5;55;54;28
2020-04-23 06:45:00;0;25;24;1;18;43;14;75;68;5;49;52;24
2020-04-23 07:00:00;0;32;22;3;26;39;15;60;66;0;38;37;26
2020-04-23 07:15:00;0;27;16;3;26;51;17;69;50;3;50;44;22
2020-04-23 07:30:00;0;37;35;3;28;54;19;83;70;8;49;54;41
2020-04-23 07:45:00;0;26;25;3;43;58;14;55;49;6;46;51;35
2020-04-23 08:00:00;0;33;22;4;27;50;11;52;45;6;50;58;29
2020-04-23 08:15:00;0;37;20;3;23;28;12;55;47;6;39;43;18
2020-04-23 08:30:00;0;21;22;9;34;48;11;52;51;9;45;43;43
2020-04-23 08:45:00;0;34;28;10;30;51;12;47;25;4;35;41;26
2020-04-23 09:00:00;0;23;20;7;30;39;19;39;29;9;36;31;31
2020-04-23 09:15:00;0;34;30;3;32;39;15;46;25;7;39;39;39
2020-04-23 09:30:00;0;33;29;7;31;36;17;55;31;6;39;32;27
2020-04-23 09:45:00;0;32;29;4;36;51;21;48;32;9;43;45;27
2020-04-23 10:00:00;0;45;36;10;44;56;17;44;31;10;41;47;33
2020-04-23 10:15:00;0;46;38;10;31;55;25;57;22;8;52;48;33
2020-04-23 10:30:00;0;48;40;8;44;63;22;49;36;10;50;42;25
2020-04-23 10:45:00;0;50;49;7;46;57;25;56;26;14;56;39;41
2020-04-23 11:00:00;0;42;35;6;53;65;28;54;31;11;49;51;29
2020-04-23 11:15:00;0;45;37;11;35;58;22;60;33;3;47;36;20
2020-04-23 11:30:00;0;45;40;10;45;55;22;65;26;7;55;44;34
2020-04-23 11:45:00;0;48;38;10;31;47;23;60;22;12;38;44;37
2020-04-23 12:00:00;0;42;38;10;47;62;25;59;35;10;58;47;40
2020-04-23 12:15:00;0;50;44;10;43;59;27;54;24;10;55;44;35
2020-04-23 12:30:00;0;58;44;7;40;62;24;56;36;6;59;46;36
2020-04-23 12:45:00;0;47;39;8;39;50;24;61;33;9;50;42;26
2020-04-23 13:00:00;0;41;42;8;33;58;19;50;18;10;46;34;23
2020-04-23 13:15:00;0;50;41;13;53;72;33;54;34;11;40;47;43
2020-04-23 13:30:00;0;51;66;6;41;59;25;51;34;9;53;47;24
2020-04-23 13:45:00;0;57;39;4;47;74;31;45;35;11;53;53;33
2020-04-23 14:00:00;0;64;36;10;44;59;27;55;41;11;61;62;31
2020-04-23 14:15:00;0;51;36;7;46;71;30;50;40;17;46;55;28
2020-04-23 14:30:00;0;65;62;12;51;76;28;64;37;17;58;51;37
2020-04-23 14:45:00;0;45;40;7;58;74;19;60;25;11;57;55;39
2020-04-23 15:00:00;0;61;61;13;43;77;23;60;34;13;59;60;41
2020-04-23 15:15:00;0;58;63;7;52;81;20;45;24;6;63;56;39
2020-04-23 15:30:00;0;61;63;12;58;81;29;54;40;14;53;55;37
2020-04-23 15:45:00;0;60;54;7;62;69;54;55;42;13;48;39;41
2020-04-23 16:00:00;0;64;52;18;58;80;22;53;34;17;62;57;36
2020-04-23 16:15:00;0;55;55;9;51;66;24;44;30;10;48;51;40
2020-04-23 16:30:00;0;75;77;13;65;71;33;52;37;7;48;57;35
2020-04-23 16:45:00;0;56;60;9;53;72;20;58;31;8;51;50;33
2020-04-23 17:00:00;0;65;61;8;48;67;24;58;42;14;55;70;37
2020-04-23 17:15:00;0;62;59;8;40;66;20;57;28;16;59;65;36
2020-04-23 17:30:00;0;39;39;10;35;41;11;44;19;9;46;31;25
2020-04-23 17:45:00;0;29;27;7;27;35;14;35;10;4;29;28;15
2020-04-23 18:00:00;0;53;47;20;40;67;20;47;30;7;34;46;22
2020-04-23 18:15:00;0;45;40;12;44;59;23;56;29;4;52;55;24
