DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-08-15 00:00:00;19;9;1;4;24;20;1;4;5;1;0;0;1;24;32;0;0;0;0;0;0;0;0
2020-08-15 00:15:00;17;19;0;5;36;30;4;9;3;1;1;3;3;24;49;0;0;0;0;0;0;0;0
2020-08-15 00:30:00;18;17;1;1;21;20;3;9;6;1;1;0;0;24;30;0;0;0;0;0;0;0;0
2020-08-15 00:45:00;22;12;1;4;15;9;2;3;2;0;0;0;0;25;17;0;0;0;0;0;0;0;0
2020-08-15 01:00:00;9;6;1;0;17;10;3;3;1;0;0;1;1;11;21;0;0;0;0;0;0;0;0
2020-08-15 01:15:00;5;5;1;2;20;6;1;5;4;0;0;0;0;7;22;0;0;0;0;0;0;0;0
2020-08-15 01:30:00;13;11;1;0;10;7;1;1;3;0;0;0;0;16;12;0;0;0;0;0;0;0;0
2020-08-15 01:45:00;18;9;0;1;18;11;3;5;5;2;2;0;0;23;20;0;0;0;0;0;0;0;0
2020-08-15 02:00:00;8;6;0;2;10;4;1;1;1;0;0;0;0;10;11;0;0;0;0;0;0;0;0
2020-08-15 02:15:00;9;11;2;2;11;15;1;3;4;0;1;1;1;12;18;0;0;0;0;0;0;0;0
2020-08-15 02:30:00;6;5;0;1;8;8;1;0;2;0;0;0;0;7;12;0;0;0;0;0;0;0;0
2020-08-15 02:45:00;7;13;0;0;10;5;3;0;1;0;0;0;0;12;14;0;0;0;0;0;0;0;0
2020-08-15 03:00:00;7;7;0;1;7;4;2;0;1;0;0;0;0;10;8;0;0;0;0;0;0;0;0
2020-08-15 03:15:00;5;3;1;0;10;8;1;1;1;1;1;0;0;5;13;0;0;0;0;0;0;0;0
2020-08-15 03:30:00;5;3;1;1;7;4;1;1;2;1;1;0;0;5;8;0;0;0;0;0;0;0;0
2020-08-15 03:45:00;4;6;0;2;6;6;1;1;1;1;0;0;0;8;8;0;0;0;0;0;0;0;0
2020-08-15 04:00:00;3;5;0;2;7;6;2;0;0;1;1;0;0;5;10;0;0;0;0;0;0;0;0
2020-08-15 04:15:00;2;5;0;0;7;2;0;2;1;0;0;1;1;4;7;0;0;0;0;0;0;0;0
2020-08-15 04:30:00;4;5;0;3;4;4;0;2;1;0;0;0;0;5;8;0;0;0;0;0;0;0;0
2020-08-15 04:45:00;6;4;0;2;9;7;0;0;0;0;0;1;1;6;12;0;0;0;0;0;0;0;0
2020-08-15 05:00:00;14;2;0;1;5;8;1;2;1;2;1;0;0;14;10;0;0;0;0;0;0;0;0
2020-08-15 05:15:00;4;4;4;1;10;10;4;2;3;0;0;1;1;5;14;0;0;0;0;0;0;0;0
2020-08-15 05:30:00;10;15;1;2;7;6;1;2;1;1;2;0;0;13;10;0;0;0;0;0;0;0;0
2020-08-15 05:45:00;18;14;1;4;19;12;0;0;3;0;0;1;1;23;22;0;0;0;0;0;0;0;0
2020-08-15 06:00:00;13;10;1;2;9;8;1;3;5;4;3;0;0;14;13;0;0;0;0;0;0;0;0
2020-08-15 06:15:00;14;7;1;4;10;11;4;3;5;0;0;1;1;17;15;0;0;0;0;0;0;0;0
2020-08-15 06:30:00;16;13;0;2;17;5;0;2;2;2;1;0;0;21;20;0;0;0;0;0;0;0;0
2020-08-15 06:45:00;16;15;1;5;17;12;1;7;3;0;0;2;2;20;21;0;0;0;0;0;0;0;0
2020-08-15 07:00:00;14;14;3;6;20;7;0;0;2;2;1;2;2;19;22;0;0;0;0;0;0;0;0
2020-08-15 07:15:00;15;14;0;5;13;15;2;6;6;0;0;1;1;17;18;0;0;0;0;0;0;0;0
2020-08-15 07:30:00;31;15;4;3;21;15;0;6;6;3;2;0;0;35;26;0;0;0;0;0;0;0;0
2020-08-15 07:45:00;34;22;1;10;16;14;2;8;6;5;4;2;2;38;20;0;0;0;0;0;0;0;0
2020-08-15 08:00:00;29;17;4;5;28;14;1;8;5;2;2;2;2;34;35;0;0;0;0;0;0;0;0
2020-08-15 08:15:00;34;22;2;9;31;10;4;5;8;2;2;2;2;43;35;0;0;0;0;0;0;0;0
