2020-11-25 00:00:00;5;4;0;1;1;3;2;1;0;1;0;0
2020-11-25 00:15:00;4;4;0;3;4;6;5;3;3;4;0;0
2020-11-25 00:30:00;3;1;1;0;3;10;3;0;0;0;0;0
2020-11-25 00:45:00;6;1;1;0;1;5;5;4;1;0;0;0
2020-11-25 01:00:00;2;2;1;0;1;3;7;3;0;3;0;0
2020-11-25 01:15:00;3;3;1;0;0;2;1;2;2;2;0;0
2020-11-25 01:30:00;3;2;0;0;0;4;3;0;1;0;0;0
2020-11-25 01:45:00;1;0;2;1;1;1;1;1;0;0;0;0
2020-11-25 02:00:00;3;3;0;1;1;2;2;3;1;1;0;0
2020-11-25 02:15:00;6;3;1;1;2;2;3;2;4;2;0;0
2020-11-25 02:30:00;0;0;0;0;0;1;2;2;2;1;0;0
2020-11-25 02:45:00;0;0;0;1;1;1;1;1;1;0;0;0
2020-11-25 03:00:00;5;2;0;0;0;0;1;1;1;0;0;0
2020-11-25 03:15:00;2;2;1;1;2;1;0;0;2;0;0;0
2020-11-25 03:30:00;3;1;0;0;0;3;2;1;4;1;0;0
2020-11-25 03:45:00;4;3;0;1;1;5;7;3;0;2;0;0
2020-11-25 04:00:00;6;3;0;0;0;2;3;0;2;0;0;0
2020-11-25 04:15:00;2;4;1;1;2;6;3;2;3;1;0;0
2020-11-25 04:30:00;8;4;1;2;2;5;8;3;7;2;0;0
2020-11-25 04:45:00;11;7;0;3;2;2;6;5;10;3;0;0
2020-11-25 05:00:00;22;11;1;5;8;17;14;5;12;4;0;0
2020-11-25 05:15:00;43;20;1;9;9;34;33;12;25;6;0;0
2020-11-25 05:30:00;39;25;2;1;3;61;48;15;50;8;1;0
2020-11-25 05:45:00;47;18;2;10;9;59;61;31;39;15;5;0
2020-11-25 06:00:00;56;29;0;5;7;51;55;37;44;16;0;6
2020-11-25 06:15:00;55;34;4;7;11;91;85;54;39;20;3;6
2020-11-25 06:30:00;55;33;1;10;8;108;103;47;60;12;1;2
2020-11-25 06:45:00;49;23;3;9;18;134;146;79;66;26;1;21
2020-11-25 07:00:00;63;38;4;11;16;173;121;83;63;43;5;26
2020-11-25 07:15:00;55;24;4;17;21;218;149;109;53;31;4;8
2020-11-25 07:30:00;72;37;5;27;27;181;144;98;80;22;7;1
2020-11-25 07:45:00;78;59;6;21;30;156;97;96;86;23;5;23
2020-11-25 08:00:00;74;40;6;16;15;90;106;73;71;18;5;2
2020-11-25 08:15:00;67;33;5;9;15;100;93;54;68;15;5;2
2020-11-25 08:30:00;56;35;3;11;13;83;94;63;65;20;1;6
2020-11-25 08:45:00;60;34;8;12;14;84;76;44;64;18;4;9
2020-11-25 09:00:00;63;28;8;7;10;58;83;51;58;16;4;5
2020-11-25 09:15:00;59;33;5;10;9;72;76;50;60;20;2;2
2020-11-25 09:30:00;58;25;4;11;11;65;73;54;59;15;3;5
2020-11-25 09:45:00;73;49;3;10;11;64;73;50;62;15;0;0
2020-11-25 10:00:00;71;24;2;5;5;62;66;49;50;9;1;1
2020-11-25 10:15:00;51;39;3;13;16;65;75;52;58;17;3;10
2020-11-25 10:30:00;75;41;3;10;14;59;78;54;73;16;2;13
2020-11-25 10:45:00;62;43;3;16;21;69;64;51;67;16;4;4
2020-11-25 11:00:00;62;40;7;19;14;66;76;56;54;18;1;2
2020-11-25 11:15:00;71;32;4;15;17;62;76;51;75;14;6;1
2020-11-25 11:30:00;87;38;3;12;10;71;72;68;72;15;3;7
2020-11-25 11:45:00;67;37;6;11;14;68;92;52;73;16;3;10
