DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-04-26 00:00:00;12;9;2;2;4;6;13;4;5;0;0;1
2020-04-26 00:15:00;8;7;0;3;9;8;14;7;11;0;0;1
2020-04-26 00:30:00;8;8;2;1;6;10;10;9;12;0;0;0
2020-04-26 00:45:00;7;8;1;2;3;4;8;5;6;0;0;1
2020-04-26 01:00:00;10;8;0;0;9;6;11;5;6;0;0;0
2020-04-26 01:15:00;2;1;0;0;1;6;2;1;6;0;0;0
2020-04-26 01:30:00;7;5;1;0;1;5;8;1;5;0;0;1
2020-04-26 01:45:00;2;0;0;1;0;7;2;1;6;0;0;0
2020-04-26 02:00:00;9;4;1;1;4;2;9;3;3;0;0;0
2020-04-26 02:15:00;4;2;1;1;4;0;4;5;3;0;0;0
2020-04-26 02:30:00;4;4;0;1;1;2;6;1;2;0;0;0
2020-04-26 02:45:00;6;1;0;0;0;3;6;0;3;1;0;0
2020-04-26 03:00:00;1;1;1;0;1;2;1;2;2;0;0;0
2020-04-26 03:15:00;3;2;0;0;0;0;3;0;0;0;0;0
2020-04-26 03:30:00;3;3;0;1;1;2;3;0;2;0;0;1
2020-04-26 03:45:00;1;2;1;0;0;0;2;1;0;0;0;0
2020-04-26 04:00:00;2;0;0;1;1;3;2;2;3;0;0;0
2020-04-26 04:15:00;3;0;0;0;1;1;2;1;1;0;0;0
2020-04-26 04:30:00;3;1;1;0;1;3;3;2;3;0;0;0
2020-04-26 04:45:00;5;3;0;0;1;2;6;1;2;0;0;0
2020-04-26 05:00:00;9;5;2;0;1;6;10;4;6;0;0;0
2020-04-26 05:15:00;10;3;0;1;5;4;10;1;6;0;0;0
2020-04-26 05:30:00;7;1;1;0;3;3;8;10;11;0;0;3
2020-04-26 05:45:00;12;0;0;2;0;0;11;10;15;0;0;1
2020-04-26 06:00:00;14;5;0;1;0;0;14;3;10;0;0;0
2020-04-26 06:15:00;12;10;1;3;0;0;14;8;6;0;0;0
2020-04-26 06:30:00;13;5;0;2;0;0;13;3;7;0;1;2
2020-04-26 06:45:00;14;7;1;1;4;8;14;6;8;0;0;2
2020-04-26 07:00:00;14;5;0;1;9;6;13;7;8;0;0;2
2020-04-26 07:15:00;8;1;5;1;14;8;7;7;9;0;0;2
2020-04-26 07:30:00;13;5;6;2;9;12;12;13;13;0;0;1
2020-04-26 07:45:00;14;7;1;0;14;15;12;13;12;0;0;0
2020-04-26 08:00:00;16;3;4;1;5;17;15;9;19;1;0;1
2020-04-26 08:15:00;22;5;4;5;13;14;21;14;15;0;1;2
2020-04-26 08:30:00;19;12;3;1;14;23;17;14;21;0;0;7
2020-04-26 08:45:00;30;18;8;9;16;28;33;17;33;1;0;5
2020-04-26 09:00:00;31;14;4;3;14;21;35;16;23;2;0;6
2020-04-26 09:15:00;38;10;9;6;14;36;38;17;39;0;0;4
2020-04-26 09:30:00;56;11;7;9;19;30;61;20;32;0;0;3
2020-04-26 09:45:00;57;14;10;6;30;32;60;26;33;1;1;5
2020-04-26 10:00:00;59;12;11;6;33;44;62;29;47;1;0;9
2020-04-26 10:15:00;62;20;10;10;41;41;69;45;40;0;2;6
2020-04-26 10:30:00;75;19;9;12;32;47;81;38;49;0;2;9
2020-04-26 10:45:00;79;18;13;14;32;39;84;35;43;0;1;16
2020-04-26 11:00:00;74;19;13;8;34;51;80;41;56;1;0;8
2020-04-26 11:15:00;86;18;8;9;39;59;86;50;61;0;2;11
2020-04-26 11:30:00;96;29;14;14;27;41;101;37;55;0;0;13
2020-04-26 11:45:00;90;15;10;9;29;50;99;48;57;0;0;11
2020-04-26 12:00:00;95;28;7;10;23;38;99;41;50;1;0;10
