DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-02-21 00:00:00;11;5;0;1;5;11;4
2020-02-21 00:15:00;16;4;1;4;9;15;4
2020-02-21 00:30:00;13;4;0;4;7;15;6
2020-02-21 00:45:00;8;3;0;4;5;12;1
2020-02-21 01:00:00;13;5;1;0;2;11;2
2020-02-21 01:15:00;7;2;0;1;1;4;3
2020-02-21 01:30:00;8;4;0;0;0;3;5
2020-02-21 01:45:00;12;4;0;2;2;5;1
2020-02-21 02:00:00;10;7;0;1;3;6;3
2020-02-21 02:15:00;4;2;1;0;2;11;4
2020-02-21 02:30:00;11;6;1;5;6;9;3
2020-02-21 02:45:00;7;5;0;2;2;5;1
2020-02-21 03:00:00;6;2;0;3;3;15;2
2020-02-21 03:15:00;7;4;0;2;3;4;2
2020-02-21 03:30:00;10;5;0;0;1;16;3
2020-02-21 03:45:00;7;4;0;0;1;16;4
2020-02-21 04:00:00;10;5;0;2;2;10;6
2020-02-21 04:15:00;9;8;0;5;5;16;6
2020-02-21 04:30:00;10;16;2;5;6;22;6
2020-02-21 04:45:00;15;5;1;5;6;27;15
2020-02-21 05:00:00;33;19;1;6;6;84;58
2020-02-21 05:15:00;38;31;0;11;13;110;95
2020-02-21 05:30:00;45;48;0;11;12;122;115
2020-02-21 05:45:00;98;72;8;13;28;132;134
2020-02-21 06:00:00;128;80;3;4;21;116;112
2020-02-21 06:15:00;95;81;4;13;28;130;135
2020-02-21 06:30:00;68;75;2;15;29;158;154
2020-02-21 06:45:00;65;75;1;10;25;146;164
2020-02-21 07:00:00;63;61;4;14;32;126;155
2020-02-21 07:15:00;77;67;4;17;41;159;184
2020-02-21 07:30:00;82;71;5;19;51;154;159
2020-02-21 07:45:00;86;87;14;20;56;148;171
2020-02-21 08:00:00;73;63;4;18;31;123;128
2020-02-21 08:15:00;73;76;8;15;32;115;123
2020-02-21 08:30:00;59;63;5;11;40;102;124
2020-02-21 08:45:00;64;50;8;15;27;97;101
2020-02-21 09:00:00;81;67;9;19;38;88;93
2020-02-21 09:15:00;101;48;8;15;32;86;99
2020-02-21 09:30:00;74;48;5;9;23;80;92
2020-02-21 09:45:00;92;41;5;18;30;94;99
2020-02-21 10:00:00;75;40;5;10;23;73;89
2020-02-21 10:15:00;96;54;4;15;24;76;83
2020-02-21 10:30:00;111;56;4;24;22;97;102
2020-02-21 10:45:00;100;64;6;11;29;72;78
2020-02-21 11:00:00;121;51;5;14;34;74;87
2020-02-21 11:15:00;103;58;11;13;33;75;66
2020-02-21 11:30:00;121;59;2;17;29;74;79
2020-02-21 11:45:00;131;80;11;21;35;79;71
2020-02-21 12:00:00;145;90;10;24;42;81;67
2020-02-21 12:15:00;134;120;5;33;42;96;93
2020-02-21 12:30:00;177;123;5;24;41;94;74
2020-02-21 12:45:00;134;123;14;18;40;83;97
2020-02-21 13:00:00;153;107;6;24;43;98;100
2020-02-21 13:15:00;145;111;6;24;46;106;133
2020-02-21 13:30:00;164;140;9;18;43;118;123
2020-02-21 13:45:00;173;141;6;18;45;111;124
2020-02-21 14:00:00;158;135;4;18;43;82;79
2020-02-21 14:15:00;213;187;6;22;56;86;95
2020-02-21 14:30:00;190;170;3;27;56;87;88
2020-02-21 14:45:00;205;181;12;11;45;104;104
2020-02-21 15:00:00;209;175;10;14;31;84;84
2020-02-21 15:15:00;223;156;3;16;38;76;79
2020-02-21 15:30:00;192;157;13;28;53;98;97
2020-02-21 15:45:00;197;143;6;36;48;99;99
2020-02-21 16:00:00;132;129;4;20;48;87;85
2020-02-21 16:15:00;172;145;6;19;44;81;78
2020-02-21 16:30:00;141;142;9;27;43;98;100
2020-02-21 16:45:00;159;140;10;21;43;97;97
2020-02-21 17:00:00;137;97;3;23;42;80;75
2020-02-21 17:15:00;126;129;9;18;37;89;80
2020-02-21 17:30:00;135;95;3;27;46;94;90
2020-02-21 17:45:00;132;86;6;24;44;94;94
2020-02-21 18:00:00;115;79;8;24;44;72;64
2020-02-21 18:15:00;146;100;9;22;55;95;89
2020-02-21 18:30:00;92;84;10;14;34;77;78
2020-02-21 18:45:00;124;65;4;12;34;80;67
2020-02-21 19:00:00;99;65;8;13;29;63;63
2020-02-21 19:15:00;84;61;7;16;32;60;57
2020-02-21 19:30:00;78;49;6;21;30;51;53
2020-02-21 19:45:00;74;41;6;11;25;64;47
2020-02-21 20:00:00;67;35;3;5;25;52;39
2020-02-21 20:15:00;68;53;6;17;24;64;52
2020-02-21 20:30:00;33;18;0;12;14;60;28
2020-02-21 20:45:00;39;25;4;9;22;70;58
2020-02-21 21:00:00;45;36;5;14;40;86;86
2020-02-21 21:15:00;57;36;8;14;29;85;58
2020-02-21 21:30:00;70;36;2;11;20;48;31
2020-02-21 21:45:00;98;68;3;11;22;46;28
2020-02-21 22:00:00;125;76;4;5;14;36;26
2020-02-21 22:15:00;65;45;5;7;17;37;23
2020-02-21 22:30:00;37;23;5;17;26;43;22
2020-02-21 22:45:00;40;19;2;8;23;40;20
2020-02-21 23:00:00;30;21;4;7;10;29;16
2020-02-21 23:15:00;18;12;5;6;16;20;16
2020-02-21 23:30:00;30;15;2;5;10;18;12
2020-02-21 23:45:00;27;14;5;8;19;19;15
