DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-02-21 00:00:00;1;6;6;0;2;2;9;6;1;5;2
2020-02-21 00:15:00;2;0;7;1;5;8;11;3;3;5;3
2020-02-21 00:30:00;0;7;2;3;4;7;10;3;2;7;0
2020-02-21 00:45:00;0;3;6;2;3;9;8;3;3;10;1
2020-02-21 01:00:00;0;1;6;5;5;8;11;2;1;6;3
2020-02-21 01:15:00;2;6;10;3;7;6;9;9;2;8;4
2020-02-21 01:30:00;1;2;4;0;2;13;5;2;2;8;4
2020-02-21 01:45:00;0;5;4;3;3;8;14;3;4;7;1
2020-02-21 02:00:00;0;1;6;3;3;11;9;5;4;14;3
2020-02-21 02:15:00;1;2;5;1;4;8;8;5;4;8;7
2020-02-21 02:30:00;2;1;3;3;6;7;8;3;4;4;8
2020-02-21 02:45:00;1;1;1;0;1;10;4;4;4;5;2
2020-02-21 03:00:00;1;1;7;4;5;9;5;1;3;12;3
2020-02-21 03:15:00;1;2;7;4;5;13;8;1;4;9;2
2020-02-21 03:30:00;2;1;4;3;6;3;5;5;4;6;3
2020-02-21 03:45:00;0;1;2;0;0;3;7;0;1;6;1
2020-02-21 04:00:00;0;2;3;2;2;9;7;1;3;9;4
2020-02-21 04:15:00;3;0;6;2;6;9;9;1;3;8;2
2020-02-21 04:30:00;0;5;6;3;3;8;10;3;2;6;3
2020-02-21 04:45:00;1;5;9;2;3;1;5;2;3;8;2
2020-02-21 05:00:00;2;14;5;2;3;9;10;1;3;7;6
2020-02-21 05:15:00;5;38;20;0;2;10;11;2;6;9;12
2020-02-21 05:30:00;4;34;20;3;6;8;13;3;3;23;10
2020-02-21 05:45:00;3;38;27;2;4;4;17;3;6;36;14
2020-02-21 06:00:00;3;18;14;6;8;7;12;3;14;33;17
2020-02-21 06:15:00;3;31;21;4;8;8;15;16;16;24;21
2020-02-21 06:30:00;4;42;29;5;7;7;24;10;21;35;22
2020-02-21 06:45:00;8;44;39;11;17;11;25;8;14;25;29
2020-02-21 07:00:00;6;45;45;13;15;11;23;12;21;34;35
2020-02-21 07:15:00;10;31;35;25;32;6;31;9;41;65;25
2020-02-21 07:30:00;18;57;52;57;65;22;47;32;63;67;28
2020-02-21 07:45:00;14;46;57;20;27;34;45;42;46;53;35
2020-02-21 08:00:00;7;31;50;11;18;13;30;17;27;35;34
2020-02-21 08:15:00;7;27;37;10;15;19;25;14;27;41;24
2020-02-21 08:30:00;16;44;45;11;21;20;22;15;33;36;22
2020-02-21 08:45:00;8;33;48;8;16;18;29;24;28;41;22
2020-02-21 09:00:00;7;29;31;12;15;19;28;15;15;28;13
2020-02-21 09:15:00;7;28;26;10;13;9;24;11;30;29;24
2020-02-21 09:30:00;1;25;34;9;8;10;23;15;32;30;15
2020-02-21 09:45:00;6;29;40;14;17;13;30;13;27;33;15
2020-02-21 10:00:00;6;39;40;8;14;11;27;16;31;34;20
2020-02-21 10:15:00;8;30;35;13;20;14;28;19;25;26;19
2020-02-21 10:30:00;8;22;53;6;11;11;37;23;29;28;21
2020-02-21 10:45:00;8;41;31;15;21;17;30;26;37;38;23
2020-02-21 11:00:00;9;33;39;14;16;18;33;21;35;38;28
2020-02-21 11:15:00;3;32;49;20;23;22;47;32;29;37;25
2020-02-21 11:30:00;11;40;56;6;15;29;45;36;26;36;23
2020-02-21 11:45:00;5;40;40;6;10;18;30;37;28;40;28
2020-02-21 12:00:00;5;30;46;12;16;29;33;33;37;28;33
2020-02-21 12:15:00;3;45;52;18;18;22;48;32;29;31;40
2020-02-21 12:30:00;7;44;42;12;18;22;39;35;42;53;30
2020-02-21 12:45:00;5;42;60;21;22;25;59;52;33;37;27
2020-02-21 13:00:00;6;56;68;12;17;29;44;27;31;45;24
2020-02-21 13:15:00;5;51;60;8;11;27;52;49;34;30;39
2020-02-21 13:30:00;9;60;57;15;23;16;41;30;23;22;30
2020-02-21 13:45:00;8;59;45;19;27;23;37;26;27;30;28
2020-02-21 14:00:00;10;47;46;9;14;20;39;18;29;30;39
2020-02-21 14:15:00;12;44;41;11;15;9;46;21;31;39;44
2020-02-21 14:30:00;9;40;44;12;19;12;33;21;28;28;52
2020-02-21 14:45:00;10;49;47;14;20;16;36;25;33;45;37
2020-02-21 15:00:00;7;31;33;17;19;16;32;21;26;32;38
2020-02-21 15:15:00;15;37;33;7;19;21;32;23;44;36;39
2020-02-21 15:30:00;12;43;55;8;13;19;36;11;34;30;40
2020-02-21 15:45:00;10;58;56;20;26;21;36;28;30;33;30
2020-02-21 16:00:00;6;44;48;10;13;17;36;14;32;34;42
2020-02-21 16:15:00;5;43;44;11;14;19;25;20;34;39;39
2020-02-21 16:30:00;5;46;39;10;14;18;26;20;37;37;33
2020-02-21 16:45:00;6;42;41;10;13;13;26;14;32;37;35
2020-02-21 17:00:00;2;43;30;8;9;18;37;24;28;34;36
2020-02-21 17:15:00;7;38;31;15;18;15;36;23;28;31;35
2020-02-21 17:30:00;4;46;47;11;16;15;34;18;23;28;27
2020-02-21 17:45:00;6;38;39;15;19;20;29;21;17;25;26
2020-02-21 18:00:00;5;32;41;12;15;17;32;24;28;27;29
2020-02-21 18:15:00;8;35;37;12;15;21;34;15;24;31;36
2020-02-21 18:30:00;8;31;43;10;14;14;33;21;30;36;20
2020-02-21 18:45:00;4;31;49;13;17;10;30;14;22;30;21
2020-02-21 19:00:00;1;30;26;4;4;13;27;13;16;20;24
2020-02-21 19:15:00;2;29;26;5;8;15;27;18;21;28;22
2020-02-21 19:30:00;4;30;32;9;12;11;21;11;18;24;18
2020-02-21 19:45:00;1;20;19;3;4;16;23;11;18;22;11
2020-02-21 20:00:00;4;26;25;4;8;13;31;13;15;21;15
2020-02-21 20:15:00;3;26;25;1;3;9;21;19;14;23;12
2020-02-21 20:30:00;16;49;47;3;16;3;13;11;12;23;21
2020-02-21 20:45:00;13;23;28;3;16;12;17;11;12;24;9
2020-02-21 21:00:00;3;15;19;7;8;12;20;8;14;19;15
2020-02-21 21:15:00;2;22;16;4;6;7;14;8;11;15;9
2020-02-21 21:30:00;2;20;7;1;2;7;19;9;15;20;12
2020-02-21 21:45:00;2;9;11;1;3;9;15;15;15;22;8
2020-02-21 22:00:00;5;12;15;5;8;4;18;10;12;21;15
2020-02-21 22:15:00;1;16;14;2;3;6;9;5;17;23;14
2020-02-21 22:30:00;6;15;9;2;5;2;21;11;15;18;9
2020-02-21 22:45:00;1;14;14;1;1;11;16;8;5;15;9
2020-02-21 23:00:00;0;11;16;2;2;16;26;11;4;7;8
2020-02-21 23:15:00;0;15;21;2;2;12;15;5;4;11;11
2020-02-21 23:30:00;0;4;11;2;2;11;14;6;7;15;4
2020-02-21 23:45:00;2;5;6;4;8;7;10;8;1;11;4
