DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-12-20 00:00:00;0;1;0;1;2;1;0;2;2;1;1
2020-12-20 00:15:00;1;2;0;3;5;3;1;3;2;1;1
2020-12-20 00:30:00;0;0;0;0;0;0;0;2;2;0;0
2020-12-20 00:45:00;0;0;0;0;1;0;0;1;1;0;0
2020-12-20 01:00:00;0;0;0;0;0;0;0;1;1;0;0
2020-12-20 01:15:00;1;0;0;2;0;0;1;1;2;0;0
2020-12-20 01:30:00;1;0;0;0;1;1;0;0;1;0;0
2020-12-20 01:45:00;0;1;0;1;2;2;0;2;2;0;0
2020-12-20 02:00:00;0;0;0;0;1;1;1;0;0;0;0
2020-12-20 02:15:00;0;0;0;0;0;0;1;1;0;0;0
2020-12-20 02:30:00;1;0;0;1;0;0;0;3;0;0;0
2020-12-20 02:45:00;0;0;0;1;0;0;0;0;0;0;0
2020-12-20 03:00:00;0;0;0;1;1;0;0;0;0;0;0
2020-12-20 03:15:00;0;0;0;0;0;0;0;2;0;0;0
2020-12-20 03:30:00;0;0;0;1;0;0;0;2;1;0;0
2020-12-20 03:45:00;0;0;0;1;0;0;0;1;3;2;2
2020-12-20 04:00:00;0;0;0;0;0;0;0;1;1;0;0
2020-12-20 04:15:00;0;1;0;2;4;3;0;2;0;0;0
2020-12-20 04:30:00;0;0;0;0;0;0;0;2;1;0;0
2020-12-20 04:45:00;0;1;2;4;3;0;0;2;4;3;2
2020-12-20 05:00:00;0;1;0;5;3;1;0;1;2;2;1
2020-12-20 05:15:00;0;2;0;4;5;2;0;7;10;5;4
2020-12-20 05:30:00;2;3;0;1;2;1;1;10;8;3;2
2020-12-20 05:45:00;1;6;3;6;4;1;4;6;9;0;0
2020-12-20 06:00:00;0;0;0;8;4;0;1;6;4;1;1
2020-12-20 06:15:00;0;1;0;7;5;0;1;12;12;4;3
2020-12-20 06:30:00;0;1;0;5;8;4;1;11;11;4;2
2020-12-20 06:45:00;0;2;1;6;5;0;3;8;6;0;0
2020-12-20 07:00:00;1;1;0;10;3;2;4;6;6;3;3
2020-12-20 07:15:00;0;0;0;4;6;3;1;3;4;1;1
2020-12-20 07:30:00;2;1;0;5;4;5;2;6;1;0;0
2020-12-20 07:45:00;3;5;2;6;3;2;2;10;8;0;1
2020-12-20 08:00:00;0;0;0;8;2;1;0;4;5;0;0
2020-12-20 08:15:00;3;2;0;9;5;1;4;8;7;2;2
2020-12-20 08:30:00;2;3;0;7;8;2;5;10;7;5;2
2020-12-20 08:45:00;1;4;3;12;11;9;6;12;12;1;1
2020-12-20 09:00:00;3;2;0;8;7;1;6;10;8;3;2
2020-12-20 09:15:00;2;5;3;11;8;2;4;12;9;1;1
2020-12-20 09:30:00;3;3;0;13;17;10;4;14;12;4;3
2020-12-20 09:45:00;7;4;5;22;14;6;10;24;19;3;4
2020-12-20 10:00:00;4;5;1;23;16;2;10;19;15;5;1
2020-12-20 10:15:00;0;4;1;24;17;4;3;15;14;2;1
2020-12-20 10:30:00;3;5;0;20;15;7;5;20;10;2;1
2020-12-20 10:45:00;2;6;2;28;22;1;7;25;13;4;4
2020-12-20 11:00:00;4;5;0;29;16;77;16;23;13;3;3
2020-12-20 11:15:00;2;10;3;18;23;76;14;19;23;4;3
2020-12-20 11:30:00;6;8;0;34;17;16;12;22;18;0;0
2020-12-20 11:45:00;3;4;5;34;17;68;19;25;22;5;5
2020-12-20 12:00:00;6;10;0;27;24;21;15;27;15;1;1
2020-12-20 12:15:00;3;16;0;31;22;4;20;33;28;6;5
2020-12-20 12:30:00;5;9;0;32;19;8;24;21;20;3;3
2020-12-20 12:45:00;5;13;3;32;19;3;15;30;28;10;6
2020-12-20 13:00:00;5;10;0;27;21;7;21;23;18;4;4
2020-12-20 13:15:00;1;9;3;24;21;5;17;31;28;6;5
2020-12-20 13:30:00;2;12;0;30;22;12;19;33;32;4;3
2020-12-20 13:45:00;4;16;4;31;29;3;18;35;31;2;1
2020-12-20 14:00:00;5;17;2;33;25;7;26;31;29;3;3
2020-12-20 14:15:00;7;15;4;33;19;7;23;30;34;1;1
2020-12-20 14:30:00;47;8;0;40;28;10;18;35;22;6;4
2020-12-20 14:45:00;5;12;4;45;40;9;11;31;30;3;3
2020-12-20 15:00:00;3;12;1;43;29;7;22;33;29;8;3
2020-12-20 15:15:00;3;13;1;50;30;10;20;30;27;6;7
2020-12-20 15:30:00;5;7;1;36;29;12;26;20;23;7;7
2020-12-20 15:45:00;6;15;2;33;28;7;18;28;25;6;3
2020-12-20 16:00:00;5;10;0;37;21;11;18;35;24;9;9
2020-12-20 16:15:00;3;5;3;31;28;12;24;35;35;8;9
2020-12-20 16:30:00;2;8;0;35;36;16;21;31;26;4;3
2020-12-20 16:45:00;10;16;2;36;33;11;26;33;29;12;6
2020-12-20 17:00:00;6;7;1;44;33;13;18;29;33;6;4
2020-12-20 17:15:00;2;18;2;37;29;11;18;30;26;4;3
2020-12-20 17:30:00;12;10;0;24;11;4;27;21;30;7;4
2020-12-20 17:45:00;3;15;6;32;28;9;26;31;32;4;2
2020-12-20 18:00:00;4;8;0;35;26;10;20;35;30;2;1
2020-12-20 18:15:00;2;8;1;35;25;7;30;22;13;4;3
2020-12-20 18:30:00;4;9;0;26;14;6;19;26;14;3;2
2020-12-20 18:45:00;5;10;4;34;35;12;19;15;20;3;3
2020-12-20 19:00:00;4;8;0;28;18;5;14;24;10;2;1
