DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-06-19 00:00:00;15;10;12;2;3;9;0;0;4;5;4;4;0;0;0;0
2020-06-19 00:15:00;17;8;7;4;5;7;1;4;0;0;1;1;0;0;0;0
2020-06-19 00:30:00;6;13;11;2;2;13;0;2;5;5;3;4;0;0;0;0
2020-06-19 00:45:00;14;12;12;0;0;14;1;3;2;2;2;2;0;0;0;0
2020-06-19 01:00:00;5;7;6;0;5;10;0;1;4;4;3;3;0;0;0;0
2020-06-19 01:15:00;11;10;8;0;5;6;0;6;2;2;2;2;0;0;0;0
2020-06-19 01:30:00;4;4;5;0;1;5;0;1;0;0;0;0;0;0;0;0
2020-06-19 01:45:00;9;8;8;1;3;7;0;1;2;2;3;2;0;0;0;0
2020-06-19 02:00:00;14;7;8;0;1;4;1;6;2;2;1;1;0;0;0;0
2020-06-19 02:15:00;5;5;4;0;4;6;3;4;2;2;2;2;0;0;0;0
2020-06-19 02:30:00;7;7;8;2;1;9;2;2;2;2;1;2;0;0;0;0
2020-06-19 02:45:00;2;4;4;0;3;4;0;0;0;0;0;0;0;0;0;0
2020-06-19 03:00:00;7;2;2;1;5;1;1;1;2;3;2;2;0;0;0;0
2020-06-19 03:15:00;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-19 03:30:00;3;3;2;1;3;1;0;1;0;0;0;0;0;0;0;0
2020-06-19 03:45:00;3;2;3;1;2;2;0;0;0;0;0;0;0;0;0;0
2020-06-19 04:00:00;8;4;4;1;0;4;0;1;1;1;1;1;0;0;0;0
2020-06-19 04:15:00;6;8;8;0;2;10;0;0;3;4;3;3;0;0;0;0
2020-06-19 04:30:00;4;6;6;1;4;8;0;0;2;2;2;2;0;0;0;0
2020-06-19 04:45:00;11;11;11;1;5;12;0;2;0;0;0;0;0;0;0;0
