DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-09-24 00:00:00;1;3;8;0;0;6;0;0;0;0;0;0
2019-09-24 00:15:00;2;4;8;1;5;5;1;0;0;0;0;0
2019-09-24 00:30:00;0;5;7;1;0;3;0;0;0;0;0;0
2019-09-24 00:45:00;1;1;2;0;1;2;0;0;0;0;0;0
2019-09-24 01:00:00;1;3;11;0;0;10;0;0;0;0;0;0
2019-09-24 01:15:00;0;0;2;1;0;3;1;0;0;0;0;0
2019-09-24 01:30:00;2;2;2;0;0;1;0;0;0;0;0;0
2019-09-24 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-24 02:00:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-09-24 02:15:00;1;1;2;0;0;1;0;0;0;0;0;0
2019-09-24 02:30:00;3;3;6;0;0;3;0;0;0;0;0;0
2019-09-24 02:45:00;1;3;2;0;0;0;0;0;0;0;0;0
2019-09-24 03:00:00;2;1;2;0;0;1;0;0;0;0;0;0
2019-09-24 03:15:00;1;2;2;0;0;1;0;0;0;0;0;0
2019-09-24 03:30:00;0;0;3;0;0;3;0;0;0;0;0;0
2019-09-24 03:45:00;0;0;2;0;0;2;0;0;0;0;0;0
2019-09-24 04:00:00;0;1;2;2;0;0;0;0;0;0;0;0
2019-09-24 04:15:00;1;2;6;0;0;4;0;0;0;0;0;0
2019-09-24 04:30:00;2;3;6;1;0;3;0;0;0;0;0;0
2019-09-24 04:45:00;6;2;2;1;0;2;0;0;0;0;0;0
2019-09-24 05:00:00;4;2;7;0;0;5;0;0;0;0;0;0
2019-09-24 05:15:00;5;5;9;0;0;5;0;0;0;0;0;0
2019-09-24 05:30:00;5;6;11;3;3;6;0;0;0;0;0;0
2019-09-24 05:45:00;12;16;17;3;4;8;0;0;0;0;0;0
2019-09-24 06:00:00;13;17;27;2;8;18;0;0;1;0;0;0
2019-09-24 06:15:00;24;33;57;14;7;41;0;0;0;0;0;0
2019-09-24 06:30:00;25;30;44;14;10;32;0;0;0;0;0;0
2019-09-24 06:45:00;35;41;52;24;5;44;1;0;0;0;0;0
2019-09-24 07:00:00;39;65;55;43;9;34;0;0;0;0;0;0
2019-09-24 07:15:00;60;104;82;74;9;59;0;0;3;0;0;0
2019-09-24 07:30:00;88;130;88;69;16;82;0;0;0;0;0;0
2019-09-24 07:45:00;76;101;108;63;12;89;0;8;0;0;0;0
2019-09-24 08:00:00;75;69;103;17;8;74;1;0;0;0;0;0
2019-09-24 08:15:00;56;62;83;18;7;52;0;0;0;0;0;0
2019-09-24 08:30:00;47;52;75;12;9;49;0;0;0;0;0;0
2019-09-24 08:45:00;48;36;76;14;6;56;0;0;0;0;0;0
2019-09-24 09:00:00;41;48;76;14;7;46;0;4;2;0;0;0
2019-09-24 09:15:00;64;47;83;17;8;52;1;0;9;0;0;0
2019-09-24 09:30:00;31;38;84;19;10;60;0;0;0;0;0;0
2019-09-24 09:45:00;46;50;93;25;5;62;1;2;0;0;0;0
2019-09-24 10:00:00;42;42;91;26;7;72;1;11;0;1;0;0
2019-09-24 10:15:00;43;49;80;19;7;63;0;0;0;0;0;0
2019-09-24 10:30:00;37;35;76;14;9;61;0;0;0;0;0;0
2019-09-24 10:45:00;50;55;76;13;5;54;0;0;4;0;0;0
2019-09-24 11:00:00;38;44;80;10;9;50;0;0;1;0;0;0
2019-09-24 11:15:00;36;42;81;10;7;53;1;0;0;0;0;0
2019-09-24 11:30:00;40;43;76;20;11;43;2;0;1;0;0;0
2019-09-24 11:45:00;38;44;80;31;6;53;0;0;0;0;0;0
2019-09-24 12:00:00;26;42;85;25;5;64;0;0;0;0;0;0
2019-09-24 12:15:00;30;45;86;31;8;51;0;0;0;0;0;0
2019-09-24 12:30:00;36;51;93;25;8;67;3;0;1;0;0;0
2019-09-24 12:45:00;33;60;76;33;9;59;0;2;28;0;0;0
2019-09-24 13:00:00;38;50;97;32;8;68;1;0;11;0;0;0
2019-09-24 13:15:00;31;49;90;21;15;74;0;22;2;0;0;0
2019-09-24 13:30:00;40;39;84;17;9;58;2;1;0;0;0;0
2019-09-24 13:45:00;41;61;94;27;5;71;1;0;0;0;0;0
2019-09-24 14:00:00;32;31;85;20;6;70;0;0;0;0;0;0
2019-09-24 14:15:00;33;36;93;28;6;68;0;0;0;0;0;0
2019-09-24 14:30:00;37;44;99;21;11;78;0;18;0;0;0;0
2019-09-24 14:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-24 15:00:00;42;60;89;43;10;68;1;2;1;1;0;0
2019-09-24 15:15:00;30;54;95;46;5;80;0;0;0;0;0;0
2019-09-24 15:30:00;46;46;107;56;12;94;1;1;0;0;0;0
2019-09-24 15:45:00;50;72;125;69;6;103;1;3;0;0;0;0
2019-09-24 16:00:00;43;46;133;70;9;108;1;0;4;0;0;0
2019-09-24 16:15:00;54;52;110;39;6;94;0;0;0;0;0;0
2019-09-24 16:30:00;51;57;136;55;9;120;1;0;0;0;0;0
2019-09-24 16:45:00;34;62;131;56;11;114;0;0;0;0;0;0
2019-09-24 17:00:00;56;71;99;56;8;113;0;0;3;2;0;0
2019-09-24 17:15:00;42;71;95;42;6;113;0;0;0;0;0;0
2019-09-24 17:30:00;41;46;97;40;11;93;10;0;0;0;0;0
2019-09-24 17:45:00;34;47;104;42;5;105;0;0;8;1;0;0
2019-09-24 18:00:00;33;40;119;38;7;100;0;0;0;0;0;0
2019-09-24 18:15:00;35;42;107;26;7;82;1;0;0;0;0;0
2019-09-24 18:30:00;25;28;75;21;8;61;0;0;3;0;0;0
2019-09-24 18:45:00;28;42;85;18;5;63;0;0;1;0;0;0
2019-09-24 19:00:00;26;28;71;22;8;50;0;1;0;2;0;0
2019-09-24 19:15:00;43;28;54;14;8;42;0;0;0;0;0;0
2019-09-24 19:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-24 19:45:00;24;30;54;12;3;24;0;0;0;0;0;0
2019-09-24 20:00:00;22;25;55;10;7;38;0;0;0;0;0;0
2019-09-24 20:15:00;18;17;39;7;4;25;0;0;0;0;0;0
2019-09-24 20:30:00;13;22;40;10;5;29;0;0;0;0;0;0
2019-09-24 20:45:00;15;16;44;8;4;31;0;0;0;0;0;0
2019-09-24 21:00:00;10;11;47;29;4;24;0;0;0;0;0;0
2019-09-24 21:15:00;4;8;55;37;1;31;0;0;0;0;0;0
2019-09-24 21:30:00;3;7;48;30;1;19;0;0;0;0;0;0
2019-09-24 21:45:00;11;10;27;6;1;16;0;0;0;0;0;0
2019-09-24 22:00:00;6;8;28;5;4;27;0;0;0;0;0;0
2019-09-24 22:15:00;6;8;70;5;3;64;0;0;0;0;0;0
2019-09-24 22:30:00;2;8;31;5;3;27;0;0;0;0;0;0
2019-09-24 22:45:00;11;13;30;3;2;24;0;0;0;0;0;0
2019-09-24 23:00:00;3;8;27;2;4;20;1;0;0;0;0;0
2019-09-24 23:15:00;4;6;18;1;1;13;0;0;0;0;0;0
2019-09-24 23:30:00;3;6;16;1;1;12;0;0;0;0;0;0
2019-09-24 23:45:00;9;8;13;1;0;6;0;0;0;0;0;0
