DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-05-11 00:00:00;6;5;1;1;2;8;6;5
2020-05-11 00:15:00;7;3;0;2;70;7;11;11
2020-05-11 00:30:00;4;3;3;0;185;4;11;7
2020-05-11 00:45:00;5;4;3;0;241;3;8;9
2020-05-11 01:00:00;5;1;1;1;5;3;6;2
2020-05-11 01:15:00;2;1;1;2;1;3;6;3
2020-05-11 01:30:00;9;6;4;0;0;1;2;0
2020-05-11 01:45:00;7;4;0;0;0;3;6;4
2020-05-11 02:00:00;10;6;1;1;1;2;3;3
2020-05-11 02:15:00;9;3;0;0;0;4;4;3
2020-05-11 02:30:00;9;3;0;1;1;2;4;2
2020-05-11 02:45:00;6;0;0;1;2;4;4;2
2020-05-11 03:00:00;4;5;4;1;4;1;10;8
2020-05-11 03:15:00;9;7;4;0;2;0;5;4
2020-05-11 03:30:00;7;2;1;0;1;2;3;0
2020-05-11 03:45:00;6;4;1;0;0;0;11;9
2020-05-11 04:00:00;5;8;2;0;0;2;6;5
2020-05-11 04:15:00;12;6;1;1;2;3;11;8
2020-05-11 04:30:00;23;6;2;1;2;7;8;2
2020-05-11 04:45:00;15;10;4;3;7;6;16;3
2020-05-11 05:00:00;28;14;3;3;3;7;31;17
2020-05-11 05:15:00;49;15;11;3;17;17;37;14
2020-05-11 05:30:00;47;38;19;4;13;19;53;31
2020-05-11 05:45:00;68;63;32;7;22;43;60;30
2020-05-11 06:00:00;49;39;15;6;22;38;45;33
2020-05-11 06:15:00;69;46;17;9;33;72;67;46
2020-05-11 06:30:00;116;105;24;10;25;69;75;61
2020-05-11 06:45:00;126;138;32;25;44;80;78;51
2020-05-11 07:00:00;112;116;25;13;17;96;97;68
2020-05-11 07:15:00;121;114;26;26;19;111;95;96
2020-05-11 07:30:00;112;103;23;19;15;100;101;51
2020-05-11 07:45:00;133;138;29;28;81;109;115;71
2020-05-11 08:00:00;115;105;24;17;139;85;87;69
2020-05-11 08:15:00;100;103;24;14;120;79;84;57
2020-05-11 08:30:00;106;115;15;19;103;67;74;55
2020-05-11 08:45:00;137;112;24;11;23;66;92;67
2020-05-11 09:00:00;110;76;22;17;18;67;109;62
2020-05-11 09:15:00;117;105;23;13;14;58;101;71
2020-05-11 09:30:00;125;110;19;20;14;64;89;55
2020-05-11 09:45:00;131;117;20;18;15;62;117;80
2020-05-11 10:00:00;118;123;23;13;22;72;127;89
2020-05-11 10:15:00;114;106;36;14;17;58;139;94
2020-05-11 10:30:00;118;110;34;18;20;66;119;90
2020-05-11 10:45:00;142;139;23;16;16;54;131;106
2020-05-11 11:00:00;117;129;30;18;13;49;119;84
2020-05-11 11:15:00;134;114;26;10;14;54;145;84
2020-05-11 11:30:00;127;119;24;11;17;57;134;92
2020-05-11 11:45:00;123;113;34;11;21;66;127;98
2020-05-11 12:00:00;126;121;25;15;14;55;136;106
2020-05-11 12:15:00;114;122;27;18;11;45;143;87
2020-05-11 12:30:00;123;122;25;16;17;58;134;82
2020-05-11 12:45:00;96;109;31;16;20;73;112;90
2020-05-11 13:00:00;120;129;32;20;20;75;120;77
2020-05-11 13:15:00;121;129;30;19;17;77;136;105
2020-05-11 13:30:00;146;134;24;16;22;62;132;101
2020-05-11 13:45:00;135;153;29;13;18;66;146;134
2020-05-11 14:00:00;154;141;28;13;21;58;126;96
2020-05-11 14:15:00;137;146;34;13;7;57;150;104
2020-05-11 14:30:00;152;156;37;16;12;67;171;117
2020-05-11 14:45:00;150;139;36;20;12;57;149;103
2020-05-11 15:00:00;134;117;39;17;18;68;146;123
2020-05-11 15:15:00;137;136;39;16;17;57;160;122
2020-05-11 15:30:00;150;151;32;22;18;71;146;108
2020-05-11 15:45:00;151;135;47;16;17;57;157;112
2020-05-11 16:00:00;129;139;45;17;9;73;147;108
2020-05-11 16:15:00;170;148;66;19;20;70;166;121
2020-05-11 16:30:00;164;136;57;22;17;81;175;125
2020-05-11 16:45:00;161;155;67;15;18;85;178;123
2020-05-11 17:00:00;142;134;57;18;96;59;181;122
2020-05-11 17:15:00;118;132;50;7;27;48;141;83
2020-05-11 17:30:00;101;111;53;11;32;50;139;92
2020-05-11 17:45:00;101;86;36;15;52;70;143;85
2020-05-11 18:00:00;84;79;26;14;19;51;157;102
2020-05-11 18:15:00;79;75;33;14;11;49;134;81
2020-05-11 18:30:00;67;67;21;5;8;37;117;62
2020-05-11 18:45:00;40;64;21;3;2;28;99;55
2020-05-11 19:00:00;55;54;22;8;7;38;81;49
2020-05-11 19:15:00;39;45;16;8;2;38;67;42
2020-05-11 19:30:00;43;38;9;3;6;33;70;46
2020-05-11 19:45:00;34;27;13;1;7;18;60;29
2020-05-11 20:00:00;21;20;8;1;4;31;62;30
2020-05-11 20:15:00;20;23;13;4;3;23;50;21
2020-05-11 20:30:00;28;17;7;2;4;16;28;17
2020-05-11 20:45:00;21;23;14;4;4;20;40;21
2020-05-11 21:00:00;25;24;8;4;0;21;39;22
2020-05-11 21:15:00;24;21;7;2;4;17;31;22
2020-05-11 21:30:00;20;23;11;4;3;14;28;19
2020-05-11 21:45:00;24;17;6;1;0;11;24;11
2020-05-11 22:00:00;24;7;1;0;0;15;30;15
2020-05-11 22:15:00;15;15;2;2;1;14;19;13
2020-05-11 22:30:00;10;3;0;2;2;11;15;11
2020-05-11 22:45:00;10;8;4;0;0;6;9;5
2020-05-11 23:00:00;5;8;2;0;0;8;13;7
2020-05-11 23:15:00;6;10;4;0;2;7;15;10
2020-05-11 23:30:00;8;4;2;1;2;8;12;5
2020-05-11 23:45:00;11;5;2;1;1;9;12;5
