DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-03-16 00:00:00;4;5;5;3;5;2;0
2020-03-16 00:15:00;1;1;1;2;7;3;0
2020-03-16 00:30:00;1;1;1;2;4;4;0
2020-03-16 00:45:00;2;0;0;2;3;1;0
2020-03-16 01:00:00;4;2;1;1;4;1;0
2020-03-16 01:15:00;5;7;4;2;5;6;0
2020-03-16 01:30:00;2;2;1;0;9;3;0
2020-03-16 01:45:00;1;1;0;1;7;3;0
2020-03-16 02:00:00;4;5;4;3;6;2;0
2020-03-16 02:15:00;5;5;0;1;7;5;0
2020-03-16 02:30:00;2;3;2;3;4;1;0
2020-03-16 02:45:00;5;10;7;3;8;4;0
2020-03-16 03:00:00;2;2;1;1;6;5;0
2020-03-16 03:15:00;6;7;1;2;3;6;0
2020-03-16 03:30:00;6;4;1;3;8;5;0
2020-03-16 03:45:00;2;5;5;6;4;4;0
2020-03-16 04:00:00;6;5;2;3;8;4;0
2020-03-16 04:15:00;7;5;5;4;5;1;0
2020-03-16 04:30:00;6;8;5;0;9;3;0
2020-03-16 04:45:00;13;9;3;5;13;7;0
2020-03-16 05:00:00;23;12;9;5;19;8;0
2020-03-16 05:15:00;32;22;16;14;23;11;0
2020-03-16 05:30:00;44;25;19;3;55;21;0
2020-03-16 05:45:00;67;40;31;20;58;35;0
2020-03-16 06:00:00;51;31;25;12;43;21;0
2020-03-16 06:15:00;82;35;31;21;78;30;0
2020-03-16 06:30:00;81;53;49;19;92;35;1
2020-03-16 06:45:00;98;68;67;48;102;46;4
2020-03-16 07:00:00;93;66;65;44;96;32;0
2020-03-16 07:15:00;105;56;56;51;99;39;3
2020-03-16 07:30:00;88;60;57;41;97;42;4
2020-03-16 07:45:00;102;77;70;53;95;32;1
2020-03-16 08:00:00;76;55;55;53;80;38;7
2020-03-16 08:15:00;71;47;42;31;86;41;1
2020-03-16 08:30:00;66;47;44;53;78;30;2
2020-03-16 08:45:00;66;47;43;55;86;50;0
2020-03-16 09:00:00;74;56;49;52;88;43;0
2020-03-16 09:15:00;88;40;31;43;82;59;2
2020-03-16 09:30:00;84;44;49;50;86;50;2
2020-03-16 09:45:00;100;59;54;47;85;60;3
2020-03-16 10:00:00;91;57;47;38;81;48;2
2020-03-16 10:15:00;91;57;47;42;86;51;0
2020-03-16 10:30:00;79;57;56;42;97;64;1
2020-03-16 10:45:00;93;62;62;50;100;66;1
2020-03-16 11:00:00;108;55;49;49;80;54;0
2020-03-16 11:15:00;111;44;45;40;96;72;3
2020-03-16 11:30:00;90;65;59;52;112;63;4
2020-03-16 11:45:00;73;46;44;49;96;60;3
2020-03-16 12:00:00;88;58;50;69;102;63;7
2020-03-16 12:15:00;83;54;51;92;102;60;2
2020-03-16 12:30:00;82;57;48;35;79;55;2
2020-03-16 12:45:00;92;67;53;41;83;49;4
2020-03-16 13:00:00;86;54;47;42;99;66;5
2020-03-16 13:15:00;86;67;65;53;97;46;3
2020-03-16 13:30:00;72;46;44;38;84;42;0
2020-03-16 13:45:00;77;56;51;148;95;54;2
2020-03-16 14:00:00;69;41;41;116;103;62;0
2020-03-16 14:15:00;76;46;44;39;92;61;2
2020-03-16 14:30:00;89;60;50;73;98;61;0
2020-03-16 14:45:00;71;59;54;52;105;57;3
2020-03-16 15:00:00;93;67;64;48;100;56;0
2020-03-16 15:15:00;80;56;57;45;120;57;3
2020-03-16 15:30:00;89;53;45;47;119;54;2
2020-03-16 15:45:00;86;57;58;43;116;47;2
2020-03-16 16:00:00;101;52;50;58;115;71;5
2020-03-16 16:15:00;104;57;56;62;121;48;0
2020-03-16 16:30:00;90;56;56;63;123;72;2
2020-03-16 16:45:00;80;48;46;46;108;53;3
2020-03-16 17:00:00;80;49;44;86;120;53;9
2020-03-16 17:15:00;103;59;51;49;103;56;3
2020-03-16 17:30:00;81;51;47;52;98;47;3
2020-03-16 17:45:00;60;34;31;32;76;32;2
2020-03-16 18:00:00;59;42;37;25;70;29;1
2020-03-16 18:15:00;58;37;28;18;67;33;0
2020-03-16 18:30:00;50;48;38;23;54;25;0
2020-03-16 18:45:00;43;22;17;11;54;20;0
2020-03-16 19:00:00;21;13;12;16;55;25;0
2020-03-16 19:15:00;22;14;10;15;40;13;0
2020-03-16 19:30:00;26;20;15;5;45;13;0
2020-03-16 19:45:00;17;15;12;9;16;11;0
2020-03-16 20:00:00;17;11;5;5;25;10;0
2020-03-16 20:15:00;18;10;6;11;36;4;0
2020-03-16 20:30:00;20;9;8;3;25;7;0
2020-03-16 20:45:00;10;8;4;4;24;13;0
2020-03-16 21:00:00;17;8;6;6;22;10;0
2020-03-16 21:15:00;22;19;8;3;16;6;0
2020-03-16 21:30:00;14;9;6;3;15;10;0
2020-03-16 21:45:00;14;13;7;4;21;13;0
2020-03-16 22:00:00;14;5;4;1;17;8;0
2020-03-16 22:15:00;17;13;11;8;35;12;0
2020-03-16 22:30:00;9;6;5;3;25;12;0
2020-03-16 22:45:00;5;6;4;7;12;5;0
2020-03-16 23:00:00;12;8;7;2;4;4;0
2020-03-16 23:15:00;8;9;7;1;9;9;0
2020-03-16 23:30:00;3;4;3;2;5;5;0
2020-03-16 23:45:00;5;3;4;6;7;6;0
