DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-12-22 00:00:00;0;1;1;1;2
2020-12-22 00:15:00;0;0;0;2;2
2020-12-22 00:30:00;3;4;0;0;1
2020-12-22 00:45:00;2;1;0;0;0
2020-12-22 01:00:00;0;3;1;0;2
2020-12-22 01:15:00;2;3;0;0;1
2020-12-22 01:30:00;0;1;0;0;1
2020-12-22 01:45:00;2;4;0;3;2
2020-12-22 02:00:00;1;2;0;0;1
2020-12-22 02:15:00;2;2;0;0;4
2020-12-22 02:30:00;3;4;0;2;2
2020-12-22 02:45:00;0;1;2;1;1
2020-12-22 03:00:00;1;3;1;1;2
2020-12-22 03:15:00;0;1;1;2;0
2020-12-22 03:30:00;1;2;2;1;3
2020-12-22 03:45:00;2;2;0;0;0
2020-12-22 04:00:00;1;2;0;0;1
2020-12-22 04:15:00;4;5;0;1;4
2020-12-22 04:30:00;2;3;0;1;6
2020-12-22 04:45:00;4;4;0;1;9
2020-12-22 05:00:00;2;1;0;3;11
2020-12-22 05:15:00;5;6;1;0;32
2020-12-22 05:30:00;19;8;1;4;58
2020-12-22 05:45:00;23;23;3;11;57
2020-12-22 06:00:00;21;13;1;6;40
2020-12-22 06:15:00;19;10;1;6;43
2020-12-22 06:30:00;38;15;2;6;55
2020-12-22 06:45:00;44;18;6;6;48
2020-12-22 07:00:00;50;23;2;8;39
2020-12-22 07:15:00;66;25;2;6;46
2020-12-22 07:30:00;54;23;4;9;48
2020-12-22 07:45:00;66;25;1;7;41
2020-12-22 08:00:00;47;21;3;10;45
2020-12-22 08:15:00;45;26;6;8;45
2020-12-22 08:30:00;54;24;3;6;54
2020-12-22 08:45:00;50;28;1;12;44
2020-12-22 09:00:00;45;22;4;12;51
2020-12-22 09:15:00;60;16;6;10;53
2020-12-22 09:30:00;67;25;2;13;58
2020-12-22 09:45:00;70;23;7;15;48
2020-12-22 10:00:00;73;23;6;14;55
2020-12-22 10:15:00;64;25;8;8;61
2020-12-22 10:30:00;73;23;7;9;66
2020-12-22 10:45:00;56;12;1;10;79
2020-12-22 11:00:00;70;26;7;8;64
2020-12-22 11:15:00;71;26;7;12;83
2020-12-22 11:30:00;64;18;5;12;64
2020-12-22 11:45:00;79;21;3;10;93
2020-12-22 12:00:00;67;29;7;14;73
2020-12-22 12:15:00;63;18;10;15;68
2020-12-22 12:30:00;64;20;6;15;76
2020-12-22 12:45:00;64;23;2;10;87
2020-12-22 13:00:00;82;25;10;14;71
2020-12-22 13:15:00;62;15;8;9;78
2020-12-22 13:30:00;71;26;10;16;82
2020-12-22 13:45:00;71;24;3;15;71
2020-12-22 14:00:00;76;22;5;12;95
2020-12-22 14:15:00;91;18;9;20;71
2020-12-22 14:30:00;99;24;10;10;78
2020-12-22 14:45:00;93;22;5;13;83
2020-12-22 15:00:00;74;24;8;14;83
2020-12-22 15:15:00;73;11;7;18;58
2020-12-22 15:30:00;81;15;10;20;75
2020-12-22 15:45:00;64;16;8;20;78
2020-12-22 16:00:00;59;18;9;16;86
2020-12-22 16:15:00;60;19;5;13;73
2020-12-22 16:30:00;68;20;3;17;76
2020-12-22 16:45:00;65;13;6;8;79
2020-12-22 17:00:00;60;16;13;14;67
2020-12-22 17:15:00;47;15;5;63;85
2020-12-22 17:30:00;42;16;6;6;63
2020-12-22 17:45:00;39;12;5;8;65
2020-12-22 18:00:00;38;8;6;13;46
2020-12-22 18:15:00;25;11;7;12;58
2020-12-22 18:30:00;43;10;4;10;45
2020-12-22 18:45:00;30;13;2;14;29
2020-12-22 19:00:00;33;3;5;7;39
2020-12-22 19:15:00;27;12;7;10;30
2020-12-22 19:30:00;13;7;3;8;36
2020-12-22 19:45:00;18;8;2;9;41
2020-12-22 20:00:00;17;11;0;9;40
2020-12-22 20:15:00;13;11;2;11;31
2020-12-22 20:30:00;15;2;2;5;30
2020-12-22 20:45:00;32;10;4;6;22
2020-12-22 21:00:00;8;3;1;2;14
2020-12-22 21:15:00;2;3;1;2;19
2020-12-22 21:30:00;5;2;0;1;6
2020-12-22 21:45:00;18;1;0;2;8
2020-12-22 22:00:00;13;5;2;5;5
2020-12-22 22:15:00;3;1;0;3;2
2020-12-22 22:30:00;5;2;0;0;5
2020-12-22 22:45:00;3;1;0;2;2
2020-12-22 23:00:00;1;3;2;4;2
2020-12-22 23:15:00;0;3;2;2;2
2020-12-22 23:30:00;1;0;0;0;1
