DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-07-18 00:00:00;18;11;11;3;2;9;14;11
2020-07-18 00:15:00;19;17;13;9;7;20;10;8
2020-07-18 00:30:00;10;16;11;4;6;15;12;5
2020-07-18 00:45:00;17;9;5;11;13;19;15;11
2020-07-18 01:00:00;8;11;6;5;5;12;12;4
2020-07-18 01:15:00;9;9;10;5;5;11;11;11
2020-07-18 01:30:00;7;4;6;7;4;9;8;6
2020-07-18 01:45:00;6;10;7;4;4;12;7;5
2020-07-18 02:00:00;5;5;6;3;3;7;8;7
2020-07-18 02:15:00;7;11;4;2;3;4;13;3
2020-07-18 02:30:00;7;11;5;0;0;3;11;4
2020-07-18 02:45:00;5;5;3;2;2;4;5;5
2020-07-18 03:00:00;6;5;2;1;1;4;7;5
2020-07-18 03:15:00;1;7;6;2;2;3;7;4
2020-07-18 03:30:00;6;5;1;2;1;4;8;2
2020-07-18 03:45:00;4;5;1;1;2;4;2;2
2020-07-18 04:00:00;3;6;5;1;1;6;1;2
2020-07-18 04:15:00;2;9;3;0;1;3;10;5
2020-07-18 04:30:00;5;2;4;2;2;2;4;1
2020-07-18 04:45:00;8;10;5;0;0;4;4;1
2020-07-18 05:00:00;7;7;3;4;5;7;9;3
2020-07-18 05:15:00;15;12;10;4;4;9;9;6
2020-07-18 05:30:00;8;15;16;2;6;14;13;11
2020-07-18 05:45:00;15;20;14;10;12;20;12;5
2020-07-18 06:00:00;13;16;14;8;6;11;14;7
2020-07-18 06:15:00;14;20;13;8;10;20;19;12
2020-07-18 06:30:00;31;21;12;16;11;31;12;5
2020-07-18 06:45:00;15;14;19;22;19;38;21;10
2020-07-18 07:00:00;19;16;7;18;16;31;27;18
2020-07-18 07:15:00;15;21;25;11;11;34;21;12
2020-07-18 07:30:00;28;23;21;24;23;55;27;18
2020-07-18 07:45:00;29;22;31;45;28;59;21;14
2020-07-18 08:00:00;28;35;17;17;23;40;24;12
2020-07-18 08:15:00;33;30;24;30;20;54;36;27
2020-07-18 08:30:00;39;39;31;29;30;70;34;24
2020-07-18 08:45:00;50;45;35;35;29;69;41;36
2020-07-18 09:00:00;46;45;29;31;27;52;39;35
2020-07-18 09:15:00;53;74;36;41;32;77;48;46
2020-07-18 09:30:00;64;69;25;52;37;92;56;46
2020-07-18 09:45:00;72;79;41;51;62;119;60;44
2020-07-18 10:00:00;66;69;40;68;54;106;60;57
2020-07-18 10:15:00;71;83;38;36;53;103;67;68
2020-07-18 10:30:00;88;66;34;119;75;152;74;61
2020-07-18 10:45:00;86;89;20;64;67;131;66;57
2020-07-18 11:00:00;90;100;39;69;72;116;76;70
2020-07-18 11:15:00;104;128;33;120;80;134;91;79
2020-07-18 11:30:00;109;110;34;49;72;115;78;82
2020-07-18 11:45:00;118;110;32;78;66;121;86;80
2020-07-18 12:00:00;97;112;32;41;48;88;75;81
2020-07-18 12:15:00;112;105;39;81;48;96;84;85
2020-07-18 12:30:00;114;107;30;51;67;90;77;90
2020-07-18 12:45:00;111;97;46;41;44;90;89;83
2020-07-18 13:00:00;107;112;42;102;52;94;76;86
2020-07-18 13:15:00;110;95;46;60;80;150;81;79
2020-07-18 13:30:00;87;97;44;99;82;143;80;87
2020-07-18 13:45:00;93;81;33;61;65;126;95;94
2020-07-18 14:00:00;83;99;28;114;67;151;82;70
2020-07-18 14:15:00;71;94;29;88;96;162;84;84
2020-07-18 14:30:00;90;91;19;63;76;126;78;85
2020-07-18 14:45:00;74;67;36;67;67;110;91;85
