DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-12-15 00:00:00;0;0;0;0;0;0;0;0;0
2020-12-15 00:15:00;0;0;0;0;0;0;0;0;0
2020-12-15 00:30:00;0;0;0;0;0;0;0;0;0
2020-12-15 00:45:00;1;0;1;0;0;0;0;0;0
2020-12-15 01:00:00;0;1;1;0;0;0;0;0;0
2020-12-15 01:15:00;0;0;0;0;0;0;0;0;0
2020-12-15 01:30:00;1;0;1;0;0;0;0;0;0
2020-12-15 01:45:00;0;0;0;0;0;0;0;0;0
2020-12-15 02:00:00;0;0;0;0;0;0;0;0;0
2020-12-15 02:15:00;0;0;0;0;0;0;0;0;0
2020-12-15 02:30:00;0;0;0;0;0;0;0;0;0
2020-12-15 02:45:00;1;0;0;0;0;0;0;0;0
2020-12-15 03:00:00;0;0;0;0;0;0;0;0;0
2020-12-15 03:15:00;0;0;0;0;0;0;0;0;0
2020-12-15 03:30:00;0;0;1;0;0;0;0;0;0
2020-12-15 03:45:00;0;0;1;0;0;0;0;0;0
2020-12-15 04:00:00;0;0;0;0;0;0;0;0;0
2020-12-15 04:15:00;0;0;0;0;0;0;0;0;0
2020-12-15 04:30:00;1;0;0;0;0;0;0;0;0
2020-12-15 04:45:00;1;0;2;0;0;0;0;0;0
2020-12-15 05:00:00;0;0;4;0;0;0;0;0;0
2020-12-15 05:15:00;1;0;4;0;0;0;0;0;0
2020-12-15 05:30:00;6;0;1;0;0;0;0;0;0
2020-12-15 05:45:00;8;1;2;1;0;0;0;0;0
2020-12-15 06:00:00;3;1;3;0;0;0;0;0;0
2020-12-15 06:15:00;2;1;2;0;0;0;0;0;0
2020-12-15 06:30:00;3;0;1;2;0;0;0;6;0
2020-12-15 06:45:00;7;2;2;3;1;0;0;0;1
2020-12-15 07:00:00;13;2;9;2;0;0;1;0;0
2020-12-15 07:15:00;15;5;3;3;0;6;0;2;0
2020-12-15 07:30:00;17;1;6;5;0;0;0;1;0
2020-12-15 07:45:00;15;7;12;6;0;0;2;1;0
2020-12-15 08:00:00;25;1;5;7;0;0;2;3;0
2020-12-15 08:15:00;41;4;7;3;5;2;0;4;8
2020-12-15 08:30:00;36;8;7;4;2;3;0;0;1
2020-12-15 08:45:00;58;2;8;5;5;2;2;1;3
2020-12-15 09:00:00;49;2;7;5;5;0;1;0;0
2020-12-15 09:15:00;65;7;8;7;7;2;5;3;1
2020-12-15 09:30:00;65;5;16;4;8;0;4;1;3
2020-12-15 09:45:00;66;23;15;9;3;1;1;8;1
2020-12-15 10:00:00;86;9;4;5;6;2;0;7;0
2020-12-15 10:15:00;90;10;20;9;5;0;2;0;2
2020-12-15 10:30:00;90;4;14;9;5;0;1;0;1
2020-12-15 10:45:00;87;9;48;3;4;0;0;2;1
2020-12-15 11:00:00;98;10;12;4;1;0;5;0;0
2020-12-15 11:15:00;83;16;17;4;4;0;6;1;3
2020-12-15 11:30:00;96;6;10;8;3;0;1;0;1
2020-12-15 11:45:00;94;11;9;5;8;0;1;2;2
2020-12-15 12:00:00;91;9;25;3;5;0;7;0;1
2020-12-15 12:15:00;84;11;16;2;4;1;1;0;0
2020-12-15 12:30:00;71;5;10;3;5;0;2;0;3
2020-12-15 12:45:00;82;12;13;5;3;3;5;2;3
2020-12-15 13:00:00;89;6;14;3;5;3;4;4;0
