DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2019-10-22 00:00:00;10;1;1;0;5;5;1;2;0;0;9;1;5;10;5;0;0
2019-10-22 00:15:00;7;6;0;0;11;7;1;1;0;1;7;7;8;18;9;0;0
2019-10-22 00:30:00;6;7;0;0;12;2;2;2;0;0;4;6;1;13;1;0;0
2019-10-22 00:45:00;12;6;0;0;14;5;3;3;1;0;11;5;5;20;6;0;0
2019-10-22 01:00:00;6;3;0;0;12;6;3;3;0;0;3;3;7;17;6;0;0
2019-10-22 01:15:00;9;0;0;0;9;4;1;1;0;0;9;0;5;13;5;0;0
2019-10-22 01:30:00;4;1;0;0;5;1;1;1;0;0;4;1;1;6;1;0;0
2019-10-22 01:45:00;4;2;0;0;4;2;0;0;0;0;4;2;2;6;2;0;0
2019-10-22 02:00:00;7;1;0;0;4;3;1;1;1;0;7;2;3;6;3;0;0
2019-10-22 02:15:00;9;2;0;0;3;1;2;2;0;0;8;2;1;4;1;0;0
2019-10-22 02:30:00;10;1;0;0;4;0;1;1;0;0;10;1;0;4;0;0;0
2019-10-22 02:45:00;10;1;0;0;3;2;2;2;0;0;9;1;2;5;2;0;0
2019-10-22 03:00:00;4;5;0;0;11;4;1;1;1;1;4;3;3;15;3;0;0
2019-10-22 03:15:00;9;2;0;0;11;1;0;0;0;0;9;2;1;11;1;0;0
2019-10-22 03:30:00;9;1;0;0;7;0;1;1;1;0;9;1;0;8;0;0;0
2019-10-22 03:45:00;8;2;0;0;8;3;1;1;1;0;8;3;3;9;2;0;0
2019-10-22 04:00:00;11;3;2;0;11;1;0;0;0;0;11;3;1;15;1;0;0
2019-10-22 04:15:00;14;4;1;2;8;2;0;0;0;2;12;4;2;7;2;0;0
2019-10-22 04:30:00;27;6;1;0;8;5;2;2;1;0;27;6;5;12;5;0;0
2019-10-22 04:45:00;25;10;3;2;27;8;1;1;0;2;25;11;7;31;7;0;0
2019-10-22 05:00:00;35;9;1;0;29;17;2;2;2;0;28;9;17;42;17;0;0
2019-10-22 05:15:00;33;27;1;0;45;19;1;1;1;4;27;27;21;61;21;0;0
2019-10-22 05:30:00;50;26;0;0;62;22;6;6;5;0;45;28;18;77;18;0;0
2019-10-22 05:45:00;77;50;2;1;72;39;4;4;4;7;70;51;35;103;38;0;0
2019-10-22 06:00:00;63;48;2;0;71;37;8;8;5;2;51;55;35;98;34;0;0
2019-10-22 06:15:00;91;56;2;0;76;62;3;4;1;2;79;57;61;131;60;0;0
2019-10-22 06:30:00;120;137;2;0;106;57;6;9;1;3;102;131;58;150;58;0;2
2019-10-22 06:45:00;132;172;1;0;118;85;13;13;12;3;107;176;83;178;79;0;3
2019-10-22 07:00:00;112;137;3;1;115;90;19;19;12;3;102;135;82;168;82;0;0
2019-10-22 07:15:00;149;180;0;2;143;103;11;12;1;4;136;189;102;210;102;0;18
2019-10-22 07:30:00;146;205;1;3;124;114;16;18;6;8;130;199;109;198;109;0;0
2019-10-22 07:45:00;167;256;2;1;115;66;19;19;9;5;140;268;63;166;63;3;7
2019-10-22 08:00:00;148;223;3;1;94;62;14;14;5;7;120;225;61;142;61;0;0
2019-10-22 08:15:00;120;233;0;0;104;82;20;21;9;2;106;241;77;163;78;0;1
2019-10-22 08:30:00;147;219;1;1;107;85;14;14;7;2;131;228;78;166;77;0;0
2019-10-22 08:45:00;141;195;3;0;109;60;10;11;6;6;121;206;70;150;66;0;1
2019-10-22 09:00:00;112;131;1;0;91;58;11;12;5;4;89;131;55;135;54;0;0
2019-10-22 09:15:00;95;133;2;2;112;72;17;17;8;4;86;140;73;160;72;0;0
2019-10-22 09:30:00;117;118;0;1;96;76;17;18;7;1;110;118;78;156;75;0;1
2019-10-22 09:45:00;130;139;2;2;118;73;13;13;7;4;107;146;76;171;74;0;1
2019-10-22 10:00:00;115;101;3;1;124;88;14;14;14;1;103;108;83;193;84;0;0
2019-10-22 10:15:00;111;97;2;0;111;72;19;19;9;1;107;98;71;155;64;0;0
2019-10-22 10:30:00;122;95;2;3;117;84;18;18;6;2;114;94;85;181;84;0;0
2019-10-22 10:45:00;119;103;3;1;125;101;17;17;5;2;108;111;103;202;99;0;0
2019-10-22 11:00:00;98;110;6;1;122;84;21;20;5;3;86;110;81;180;80;0;1
2019-10-22 11:15:00;110;104;2;3;125;78;18;17;8;1;91;102;83;189;84;1;0
2019-10-22 11:30:00;127;116;2;2;132;94;17;16;9;2;113;118;93;202;94;3;0
2019-10-22 11:45:00;105;119;2;1;126;90;25;25;10;2;95;119;88;191;91;0;2
2019-10-22 12:00:00;115;123;2;2;136;74;22;21;18;3;99;133;76;184;78;0;37
2019-10-22 12:15:00;101;127;2;1;111;89;20;21;7;3;96;125;92;175;91;5;0
2019-10-22 12:30:00;109;113;5;1;132;92;20;21;11;6;108;121;98;198;94;4;0
2019-10-22 12:45:00;110;102;1;3;130;90;19;17;7;2;91;108;90;200;89;7;0
2019-10-22 13:00:00;130;116;2;1;149;88;21;21;6;3;115;119;85;201;86;2;3
2019-10-22 13:15:00;133;120;2;4;150;94;20;20;9;2;122;133;104;208;104;1;1
2019-10-22 13:30:00;117;119;0;0;142;127;28;27;12;3;104;124;138;238;139;0;0
2019-10-22 13:45:00;105;117;1;0;144;98;24;26;18;1;100;124;93;206;98;0;6
2019-10-22 14:00:00;125;124;5;1;141;95;22;22;10;2;112;129;103;204;102;4;0
2019-10-22 14:15:00;126;122;2;0;140;101;13;13;7;4;117;119;105;212;104;0;0
2019-10-22 14:30:00;126;101;3;0;138;116;15;16;6;3;107;99;110;227;111;1;4
2019-10-22 14:45:00;133;120;1;2;143;103;24;25;11;1;115;127;103;219;106;1;0
2019-10-22 15:00:00;136;123;1;0;148;108;17;18;13;1;122;129;107;228;111;11;0
2019-10-22 15:15:00;132;129;1;0;146;138;18;19;16;2;122;134;131;243;138;3;0
2019-10-22 15:30:00;133;134;4;1;178;128;28;27;12;0;130;135;133;250;136;2;0
2019-10-22 15:45:00;146;138;2;1;163;126;20;20;11;1;138;142;130;249;127;0;2
2019-10-22 16:00:00;143;128;4;1;185;141;30;30;16;3;137;132;136;270;139;0;1
2019-10-22 16:15:00;163;143;2;1;187;151;31;30;12;3;151;140;153;284;154;2;24
2019-10-22 16:30:00;143;142;3;0;226;145;50;49;28;2;136;142;152;311;160;7;4
2019-10-22 16:45:00;146;124;2;2;190;158;34;33;27;1;142;128;156;306;155;16;5
