DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-02-18 00:00:00;5;9;0;0;8;3;0;8;3;0;0
2020-02-18 00:15:00;8;9;0;0;16;12;2;16;12;0;0
2020-02-18 00:30:00;7;10;0;0;9;7;1;9;9;0;0
2020-02-18 00:45:00;5;5;0;0;9;8;0;8;10;0;0
2020-02-18 01:00:00;10;12;1;0;8;3;0;7;6;0;0
2020-02-18 01:15:00;1;2;0;0;5;3;1;3;5;0;0
2020-02-18 01:30:00;6;5;0;0;9;4;0;9;4;0;0
2020-02-18 01:45:00;8;4;1;0;4;2;0;4;4;0;0
2020-02-18 02:00:00;8;6;0;0;2;2;0;2;3;0;0
2020-02-18 02:15:00;10;12;0;0;5;3;0;6;5;0;0
2020-02-18 02:30:00;6;8;0;0;7;5;1;7;4;0;0
2020-02-18 02:45:00;0;6;3;2;3;2;0;3;2;0;0
2020-02-18 03:00:00;0;7;4;0;9;4;0;6;6;0;0
2020-02-18 03:15:00;4;6;0;0;5;3;0;6;7;1;0
2020-02-18 03:30:00;5;5;1;0;13;4;0;11;6;0;0
2020-02-18 03:45:00;5;7;1;1;7;6;0;6;5;0;0
2020-02-18 04:00:00;15;16;4;1;8;3;0;9;3;0;0
2020-02-18 04:15:00;13;11;6;2;19;6;0;20;9;0;0
2020-02-18 04:30:00;24;21;4;0;10;10;0;9;11;0;0
2020-02-18 04:45:00;26;20;2;1;25;13;0;24;13;0;0
2020-02-18 05:00:00;28;35;6;2;40;17;3;39;22;0;0
2020-02-18 05:15:00;33;33;6;6;43;24;1;40;29;0;0
2020-02-18 05:30:00;69;78;11;5;60;47;1;59;50;0;0
2020-02-18 05:45:00;76;93;18;3;75;48;3;76;51;0;0
2020-02-18 06:00:00;82;95;10;6;97;57;2;97;66;0;2
2020-02-18 06:15:00;83;100;28;10;102;83;2;102;87;0;0
2020-02-18 06:30:00;108;164;28;17;127;103;6;129;112;0;41
2020-02-18 06:45:00;109;138;16;6;115;121;6;111;127;0;7
2020-02-18 07:00:00;87;148;15;12;140;158;8;144;166;1;4
