DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-03-02 00:00:00;1;0;0;0;1;0;0;0
2020-03-02 00:15:00;0;0;0;0;0;0;0;0
2020-03-02 00:30:00;0;0;0;0;0;0;0;0
2020-03-02 00:45:00;0;0;0;0;0;0;0;0
2020-03-02 01:00:00;1;0;0;0;0;0;0;0
2020-03-02 01:15:00;0;0;1;0;0;0;0;0
2020-03-02 01:30:00;0;0;0;1;0;0;0;0
2020-03-02 01:45:00;0;0;0;0;1;0;0;0
2020-03-02 02:00:00;1;0;0;0;0;0;0;0
2020-03-02 02:15:00;1;0;0;1;0;0;0;0
2020-03-02 02:30:00;0;0;0;0;0;0;0;0
2020-03-02 02:45:00;1;0;1;1;0;0;0;0
2020-03-02 03:00:00;0;0;0;0;0;0;0;0
2020-03-02 03:15:00;0;0;0;0;0;0;0;0
2020-03-02 03:30:00;0;0;0;0;0;0;0;0
2020-03-02 03:45:00;0;0;1;0;0;0;0;0
2020-03-02 04:00:00;1;0;0;1;0;0;0;0
2020-03-02 04:15:00;1;0;2;0;0;0;0;0
2020-03-02 04:30:00;2;0;0;0;0;0;0;0
2020-03-02 04:45:00;4;0;3;4;0;0;0;0
2020-03-02 05:00:00;10;0;16;6;0;0;0;0
2020-03-02 05:15:00;20;0;26;8;1;0;0;0
2020-03-02 05:30:00;21;0;24;9;2;0;0;0
2020-03-02 05:45:00;16;0;40;5;7;0;0;0
2020-03-02 06:00:00;10;0;33;3;10;0;0;1
2020-03-02 06:15:00;18;0;50;6;5;0;0;0
2020-03-02 06:30:00;23;0;117;3;6;0;0;0
2020-03-02 06:45:00;31;0;135;9;17;0;0;1
2020-03-02 07:00:00;17;0;97;10;5;0;0;0
2020-03-02 07:15:00;24;0;87;14;13;0;1;0
2020-03-02 07:30:00;29;0;83;16;14;1;3;0
2020-03-02 07:45:00;26;1;88;13;23;0;0;0
2020-03-02 08:00:00;46;0;122;19;16;0;0;2
2020-03-02 08:15:00;28;0;93;15;16;0;1;0
2020-03-02 08:30:00;19;0;61;9;11;0;0;0
2020-03-02 08:45:00;24;0;34;14;7;0;6;0
2020-03-02 09:00:00;30;0;22;14;18;0;0;0
2020-03-02 09:15:00;14;0;11;5;8;0;0;0
2020-03-02 09:30:00;13;0;20;9;10;0;1;0
2020-03-02 09:45:00;27;0;13;5;11;0;0;0
