DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-11-28 00:00:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 00:15:00;0;0;4;2;0;0;1;0;0;0;0;0;0;0
2020-11-28 00:30:00;0;0;2;1;0;0;0;1;0;0;0;0;0;0
2020-11-28 00:45:00;0;0;1;1;0;0;2;2;0;0;0;0;0;0
2020-11-28 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 01:15:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-28 01:30:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-28 01:45:00;0;0;2;2;0;0;1;1;0;0;0;0;0;0
2020-11-28 02:00:00;0;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-11-28 02:15:00;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-28 02:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-28 02:45:00;0;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-11-28 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 03:15:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-28 03:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-28 03:45:00;0;0;0;1;0;0;1;1;0;0;0;0;0;0
2020-11-28 04:00:00;0;0;3;3;0;0;1;1;0;0;0;0;0;0
2020-11-28 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 04:45:00;0;0;4;4;0;0;0;0;0;0;0;0;0;0
2020-11-28 05:00:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-28 05:15:00;0;0;1;1;0;0;3;3;0;0;0;0;0;0
2020-11-28 05:30:00;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-28 05:45:00;0;0;7;6;0;0;4;3;0;0;0;0;0;0
2020-11-28 06:00:00;0;0;1;1;0;0;2;3;0;0;0;0;0;0
2020-11-28 06:15:00;0;0;6;6;0;0;3;3;0;0;0;0;0;0
2020-11-28 06:30:00;0;0;4;5;0;0;4;4;0;0;0;0;0;0
2020-11-28 06:45:00;0;0;3;2;0;0;4;4;0;0;0;0;0;0
2020-11-28 07:00:00;0;0;10;6;0;0;2;2;1;0;0;0;0;0
2020-11-28 07:15:00;0;0;8;8;0;0;3;3;0;0;0;0;0;0
2020-11-28 07:30:00;0;0;8;8;0;0;12;13;0;0;0;0;0;0
2020-11-28 07:45:00;0;0;8;8;0;0;9;10;0;0;0;0;0;0
2020-11-28 08:00:00;0;0;10;11;0;0;7;9;0;0;0;0;0;0
2020-11-28 08:15:00;0;0;13;12;0;0;6;8;0;0;0;0;0;0
2020-11-28 08:30:00;0;0;16;14;0;0;11;11;0;0;0;0;0;0
2020-11-28 08:45:00;0;0;14;13;0;0;14;12;0;0;0;0;0;0
2020-11-28 09:00:00;0;0;16;17;0;0;5;8;0;0;0;0;0;0
2020-11-28 09:15:00;0;0;18;18;0;0;7;10;0;0;0;0;0;0
2020-11-28 09:30:00;0;0;20;20;0;0;8;10;1;0;0;0;0;0
2020-11-28 09:45:00;0;0;22;22;0;0;15;14;0;0;0;0;0;0
2020-11-28 10:00:00;0;0;21;21;0;0;15;17;0;0;0;0;0;0
2020-11-28 10:15:00;0;0;23;21;0;0;15;17;0;0;0;0;0;0
2020-11-28 10:30:00;0;0;23;21;0;0;16;17;0;0;0;0;0;0
2020-11-28 10:45:00;0;0;27;22;0;0;11;11;2;0;0;0;0;0
2020-11-28 11:00:00;0;0;30;26;0;0;10;14;0;0;0;0;0;0
2020-11-28 11:15:00;0;0;27;24;0;0;14;14;0;0;0;0;0;0
2020-11-28 11:30:00;0;0;20;17;0;0;17;18;0;0;0;0;0;0
2020-11-28 11:45:00;0;0;25;26;0;0;8;8;0;0;0;0;0;0
2020-11-28 12:00:00;0;0;20;22;0;0;11;15;0;1;0;0;0;0
2020-11-28 12:15:00;0;0;30;23;0;0;34;19;0;0;0;0;0;0
2020-11-28 12:30:00;0;0;17;14;0;0;10;20;1;0;0;0;0;0
2020-11-28 12:45:00;0;0;15;15;0;0;9;10;0;0;0;0;0;0
2020-11-28 13:00:00;0;0;19;16;0;0;13;15;0;0;0;0;0;0
2020-11-28 13:15:00;0;0;28;23;0;0;15;8;0;0;0;0;0;0
2020-11-28 13:30:00;0;0;24;21;0;0;12;12;0;0;0;1;0;0
2020-11-28 13:45:00;0;0;19;18;0;0;14;14;0;0;0;0;0;0
2020-11-28 14:00:00;0;0;13;13;0;0;17;15;0;0;0;0;0;0
2020-11-28 14:15:00;0;0;29;26;0;0;16;15;2;2;0;0;0;0
2020-11-28 14:30:00;0;0;22;18;0;0;9;8;1;0;0;0;0;0
2020-11-28 14:45:00;0;0;16;14;0;0;10;11;1;0;0;0;0;0
2020-11-28 15:00:00;0;0;26;24;0;0;15;15;0;0;0;0;0;0
2020-11-28 15:15:00;0;0;17;17;0;0;10;9;0;0;0;0;0;0
2020-11-28 15:30:00;0;0;19;18;0;0;8;10;1;0;0;0;0;0
2020-11-28 15:45:00;0;0;26;21;0;0;9;8;1;0;0;0;0;0
2020-11-28 16:00:00;0;0;14;14;0;0;12;12;1;0;0;2;1;0
2020-11-28 16:15:00;0;0;20;20;0;0;15;13;1;17;0;1;3;0
2020-11-28 16:30:00;0;0;20;17;0;0;4;6;0;0;0;2;0;0
2020-11-28 16:45:00;0;0;16;13;0;0;11;12;0;0;0;2;0;0
2020-11-28 17:00:00;0;0;23;18;0;0;7;6;0;0;0;0;0;0
2020-11-28 17:15:00;0;0;15;13;0;0;9;11;0;0;0;0;0;0
2020-11-28 17:30:00;0;0;13;12;0;0;12;13;0;5;0;1;0;0
2020-11-28 17:45:00;0;0;15;12;0;0;13;12;0;0;0;2;2;0
2020-11-28 18:00:00;0;0;12;10;0;0;5;5;0;0;0;0;0;0
