DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-03-05 00:00:00;0;6;5;5;5;0;0;0;0;0;0;0
2020-03-05 00:15:00;0;6;6;7;2;0;0;0;0;0;0;0
2020-03-05 00:30:00;0;6;4;7;1;0;0;0;0;0;0;0
2020-03-05 00:45:00;0;1;2;3;2;0;0;0;0;0;0;0
2020-03-05 01:00:00;0;0;5;6;4;0;0;0;0;0;0;0
2020-03-05 01:15:00;0;3;2;4;2;0;0;0;0;0;0;0
2020-03-05 01:30:00;0;1;1;3;1;0;0;0;0;0;0;0
2020-03-05 01:45:00;0;4;3;3;3;0;0;0;0;0;0;0
2020-03-05 02:00:00;0;2;4;2;1;0;0;0;0;0;0;0
2020-03-05 02:15:00;0;5;1;1;1;0;0;0;0;0;0;0
2020-03-05 02:30:00;0;2;3;1;4;0;0;0;0;0;0;0
2020-03-05 02:45:00;0;3;2;1;2;0;0;0;0;0;0;0
2020-03-05 03:00:00;0;4;4;2;1;0;0;0;0;0;0;0
2020-03-05 03:15:00;0;2;0;2;1;0;0;0;0;0;0;0
2020-03-05 03:30:00;0;3;3;2;0;0;0;0;0;0;0;0
2020-03-05 03:45:00;0;2;2;4;3;0;0;0;0;0;0;0
2020-03-05 04:00:00;0;4;3;4;2;0;0;0;0;0;0;0
2020-03-05 04:15:00;0;6;10;5;4;0;0;0;0;0;0;0
2020-03-05 04:30:00;0;10;13;10;4;0;0;0;0;0;0;0
2020-03-05 04:45:00;0;6;5;13;10;0;0;0;0;0;0;0
2020-03-05 05:00:00;0;25;19;24;16;0;0;0;0;0;0;0
2020-03-05 05:15:00;0;29;17;37;26;0;0;0;0;0;0;0
2020-03-05 05:30:00;0;47;23;50;43;0;0;0;0;0;0;0
2020-03-05 05:45:00;0;54;33;48;42;0;0;0;0;0;0;0
2020-03-05 06:00:00;0;35;48;59;68;0;0;0;0;0;0;0
2020-03-05 06:15:00;0;25;18;30;32;0;0;0;0;0;0;0
2020-03-05 06:30:00;0;65;55;126;152;0;5;0;0;3;1;0
2020-03-05 06:45:00;0;69;35;111;141;0;2;0;0;6;0;2
2020-03-05 07:00:00;0;60;52;131;164;2;4;0;0;49;2;0
2020-03-05 07:15:00;0;74;52;135;205;3;6;0;0;25;4;5
2020-03-05 07:30:00;0;54;45;145;174;10;4;0;0;139;7;41
2020-03-05 07:45:00;0;87;66;109;132;4;8;0;0;51;6;3
2020-03-05 08:00:00;0;69;46;101;114;2;4;0;0;0;8;17
2020-03-05 08:15:00;0;84;47;118;125;3;2;0;0;9;4;11
2020-03-05 08:30:00;0;41;60;96;114;3;2;0;0;4;10;9
2020-03-05 08:45:00;0;55;49;79;88;1;6;0;0;4;4;0
2020-03-05 09:00:00;0;54;51;80;64;3;5;0;0;2;5;0
2020-03-05 09:15:00;0;51;44;73;59;0;2;0;0;0;5;0
2020-03-05 09:30:00;0;59;53;77;52;2;5;0;0;2;4;2
2020-03-05 09:45:00;0;51;38;65;58;1;4;0;0;1;5;2
