DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-11-03 00:00:00;3;1;0;2;6;5;4;0;0;0
2020-11-03 00:15:00;4;3;0;3;7;8;4;0;0;0
2020-11-03 00:30:00;7;0;0;4;5;4;0;0;0;0
2020-11-03 00:45:00;5;5;2;2;4;7;1;0;0;0
2020-11-03 01:00:00;3;1;1;0;4;6;3;0;0;0
2020-11-03 01:15:00;5;5;0;1;2;4;0;0;0;0
2020-11-03 01:30:00;5;1;0;0;4;10;3;0;0;0
2020-11-03 01:45:00;5;2;0;1;4;4;1;0;0;0
2020-11-03 02:00:00;4;4;0;1;3;9;4;0;0;0
2020-11-03 02:15:00;5;1;0;1;0;8;3;0;0;0
2020-11-03 02:30:00;1;2;1;0;4;3;1;0;0;0
2020-11-03 02:45:00;3;2;1;2;7;6;4;0;0;0
2020-11-03 03:00:00;3;2;1;3;2;10;4;0;0;0
2020-11-03 03:15:00;5;1;0;1;4;11;5;0;0;0
2020-11-03 03:30:00;5;2;2;0;0;8;5;0;0;0
2020-11-03 03:45:00;1;0;0;1;6;9;4;0;0;0
2020-11-03 04:00:00;6;7;2;0;3;9;4;0;0;0
2020-11-03 04:15:00;3;4;4;0;3;10;2;0;0;0
2020-11-03 04:30:00;4;4;5;2;2;13;4;0;0;0
2020-11-03 04:45:00;11;11;14;11;6;27;13;0;0;0
2020-11-03 05:00:00;15;39;49;16;10;39;26;0;0;0
2020-11-03 05:15:00;47;79;93;49;16;46;38;0;0;1
2020-11-03 05:30:00;69;79;84;56;22;50;42;0;0;2
2020-11-03 05:45:00;97;41;50;149;35;48;48;0;0;1
2020-11-03 06:00:00;71;31;35;155;32;38;40;0;1;2
2020-11-03 06:15:00;52;36;47;64;12;40;42;0;0;1
2020-11-03 06:30:00;57;48;67;74;18;40;39;0;0;2
2020-11-03 06:45:00;95;48;64;50;18;38;44;0;0;2
2020-11-03 07:00:00;82;35;41;48;17;33;41;0;0;1
2020-11-03 07:15:00;104;43;45;55;17;35;56;0;0;1
