DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-05-08 00:00:00;1;1;1;0;1;0;0;0;0;0
2020-05-08 00:15:00;4;2;0;1;0;0;0;0;0;0
2020-05-08 00:30:00;0;1;1;1;1;0;0;0;0;0
2020-05-08 00:45:00;0;1;0;0;2;1;0;0;0;0
2020-05-08 01:00:00;1;5;2;1;0;0;0;0;0;0
2020-05-08 01:15:00;0;3;0;2;0;0;0;0;0;0
2020-05-08 01:30:00;2;1;0;3;1;0;0;0;0;0
2020-05-08 01:45:00;0;1;0;0;0;0;0;0;0;0
2020-05-08 02:00:00;1;1;0;0;0;0;0;0;0;0
2020-05-08 02:15:00;1;0;0;1;0;0;0;0;0;0
2020-05-08 02:30:00;0;0;0;1;1;0;0;0;0;0
2020-05-08 02:45:00;2;3;0;0;0;0;0;0;0;0
2020-05-08 03:00:00;2;0;1;0;0;1;0;0;0;0
2020-05-08 03:15:00;0;0;0;0;2;1;0;0;0;0
2020-05-08 03:30:00;0;0;0;2;0;0;0;0;0;0
2020-05-08 03:45:00;2;1;0;0;0;0;0;0;0;0
2020-05-08 04:00:00;0;1;0;0;2;0;0;0;0;0
2020-05-08 04:15:00;0;0;0;1;0;0;0;0;0;0
2020-05-08 04:30:00;1;3;1;2;0;1;0;0;0;0
2020-05-08 04:45:00;0;0;0;0;0;2;0;0;0;0
2020-05-08 05:00:00;0;3;1;4;2;1;0;0;0;0
2020-05-08 05:15:00;0;2;4;1;5;5;0;0;0;0
2020-05-08 05:30:00;9;5;4;6;0;10;0;0;0;0
2020-05-08 05:45:00;8;17;11;9;8;20;0;0;0;0
2020-05-08 06:00:00;11;11;7;4;7;14;0;0;0;0
2020-05-08 06:15:00;2;15;14;11;18;21;0;0;0;0
2020-05-08 06:30:00;16;21;16;13;14;28;0;0;0;0
2020-05-08 06:45:00;18;17;16;9;20;39;0;0;0;0
2020-05-08 07:00:00;11;9;21;6;20;26;0;0;0;0
2020-05-08 07:15:00;10;17;26;18;21;35;0;0;0;0
2020-05-08 07:30:00;27;37;46;24;42;51;0;0;0;0
2020-05-08 07:45:00;12;21;37;22;25;30;0;0;0;0
2020-05-08 08:00:00;24;32;23;26;28;36;0;0;0;0
2020-05-08 08:15:00;19;21;26;35;17;41;0;0;0;0
2020-05-08 08:30:00;17;27;18;24;29;34;0;0;0;0
2020-05-08 08:45:00;23;34;28;38;21;27;0;0;0;0
2020-05-08 09:00:00;30;25;30;22;15;26;0;0;0;0
