DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-08-28 00:00:00;9;10;4;3;3;8;16;9
2019-08-28 00:15:00;13;11;2;2;2;7;15;8
2019-08-28 00:30:00;4;6;3;0;0;2;12;8
2019-08-28 00:45:00;10;14;11;0;2;4;15;9
2019-08-28 01:00:00;1;2;1;1;1;2;15;6
2019-08-28 01:15:00;4;5;4;5;5;12;11;5
2019-08-28 01:30:00;7;8;5;2;1;6;5;6
2019-08-28 01:45:00;7;8;3;1;1;2;5;5
2019-08-28 02:00:00;8;6;1;0;0;2;3;2
2019-08-28 02:15:00;10;8;0;0;0;2;11;7
2019-08-28 02:30:00;7;3;0;1;1;4;5;1
2019-08-28 02:45:00;11;6;4;3;3;4;5;2
2019-08-28 03:00:00;8;3;0;3;3;5;16;13
2019-08-28 03:15:00;7;6;0;2;2;3;10;6
2019-08-28 03:30:00;10;4;1;0;0;0;7;3
2019-08-28 03:45:00;7;2;1;2;2;5;8;3
2019-08-28 04:00:00;8;7;3;1;1;2;14;8
2019-08-28 04:15:00;13;7;1;1;1;3;9;3
2019-08-28 04:30:00;22;9;3;3;3;7;11;6
2019-08-28 04:45:00;33;19;4;3;3;6;23;11
2019-08-28 05:00:00;20;13;7;1;1;7;27;8
2019-08-28 05:15:00;35;31;6;4;4;19;45;25
2019-08-28 05:30:00;44;41;16;5;6;20;47;24
2019-08-28 05:45:00;81;50;22;16;19;51;66;35
2019-08-28 06:00:00;48;46;10;4;6;41;65;37
2019-08-28 06:15:00;83;80;20;8;15;73;80;48
2019-08-28 06:30:00;110;100;27;19;29;88;66;56
2019-08-28 06:45:00;129;168;26;30;41;117;98;71
2019-08-28 07:00:00;107;132;26;23;36;109;81;53
2019-08-28 07:15:00;120;142;25;22;34;109;89;63
2019-08-28 07:30:00;113;169;36;30;47;150;96;72
2019-08-28 07:45:00;153;192;33;31;57;128;91;65
2019-08-28 08:00:00;142;176;38;27;50;108;82;60
2019-08-28 08:15:00;132;186;33;22;42;102;99;63
2019-08-28 08:30:00;134;155;43;27;37;104;99;59
2019-08-28 08:45:00;126;147;30;25;47;114;101;73
2019-08-28 09:00:00;107;122;21;15;28;72;113;65
2019-08-28 09:15:00;116;148;32;15;28;77;107;79
2019-08-28 09:30:00;95;111;38;12;17;78;111;76
2019-08-28 09:45:00;124;110;27;22;29;69;112;76
2019-08-28 10:00:00;121;106;28;16;24;62;106;78
2019-08-28 10:15:00;114;112;26;17;26;67;123;72
2019-08-28 10:30:00;110;96;25;19;23;68;108;63
2019-08-28 10:45:00;121;112;19;19;26;79;142;80
2019-08-28 11:00:00;107;106;29;21;29;72;129;98
2019-08-28 11:15:00;126;100;29;13;18;52;102;74
2019-08-28 11:30:00;117;139;41;12;21;62;146;104
2019-08-28 11:45:00;105;114;23;21;29;73;132;111
2019-08-28 12:00:00;115;136;28;16;26;57;131;106
2019-08-28 12:15:00;101;98;30;16;24;60;127;89
2019-08-28 12:30:00;110;121;29;14;18;65;141;87
2019-08-28 12:45:00;119;113;36;14;22;64;142;104
2019-08-28 13:00:00;114;135;39;17;24;63;120;78
2019-08-28 13:15:00;104;130;36;15;26;66;126;96
2019-08-28 13:30:00;106;124;38;13;18;66;143;92
