DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-06-01 00:00:00;1;1;0;0;5;4;8;6;1;1;1;0;0
2020-06-01 00:15:00;3;4;1;0;8;19;9;2;1;2;0;0;0
2020-06-01 00:30:00;2;1;0;1;12;11;5;4;5;0;0;0;0
2020-06-01 00:45:00;2;0;0;0;5;5;10;0;1;0;0;0;0
2020-06-01 01:00:00;5;2;0;0;9;6;4;3;4;0;0;0;0
2020-06-01 01:15:00;0;0;0;1;6;7;1;2;2;0;0;0;0
2020-06-01 01:30:00;2;2;0;1;4;11;7;1;3;1;0;0;0
2020-06-01 01:45:00;1;1;1;0;1;4;4;2;1;1;0;0;0
2020-06-01 02:00:00;3;1;0;0;1;2;5;6;2;0;1;0;0
2020-06-01 02:15:00;3;2;0;0;5;5;4;1;1;0;1;0;0
2020-06-01 02:30:00;0;0;0;0;3;6;2;1;1;0;0;0;0
2020-06-01 02:45:00;0;0;0;0;1;1;3;1;2;0;0;0;0
2020-06-01 03:00:00;1;1;0;1;2;1;0;0;1;0;0;0;1
2020-06-01 03:15:00;0;0;0;0;1;5;0;0;1;0;0;0;0
2020-06-01 03:30:00;0;0;0;0;1;3;2;0;1;1;0;0;0
2020-06-01 03:45:00;0;0;0;0;0;2;1;0;1;0;0;0;0
2020-06-01 04:00:00;0;0;0;0;0;1;0;1;2;2;0;0;0
2020-06-01 04:15:00;1;0;0;0;2;2;1;0;0;0;0;0;0
2020-06-01 04:30:00;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-06-01 04:45:00;1;1;0;0;1;2;2;1;0;0;0;0;0
2020-06-01 05:00:00;0;1;0;0;2;2;0;2;2;1;1;0;0
2020-06-01 05:15:00;2;1;0;0;4;7;2;1;3;2;0;0;0
2020-06-01 05:30:00;3;2;0;0;3;1;12;9;4;4;3;0;0
2020-06-01 05:45:00;0;0;0;0;6;1;4;2;2;7;2;1;0
2020-06-01 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 06:15:00;3;1;0;0;5;7;12;3;4;3;2;0;1
2020-06-01 06:30:00;2;5;0;0;7;2;8;3;1;1;0;0;0
2020-06-01 06:45:00;3;1;1;0;3;4;8;5;3;2;1;0;0
2020-06-01 07:00:00;10;3;0;0;6;3;5;0;3;2;1;0;0
2020-06-01 07:15:00;1;3;1;0;7;9;3;0;2;1;0;0;0
2020-06-01 07:30:00;2;0;0;0;9;12;6;2;2;1;0;0;0
2020-06-01 07:45:00;4;3;0;0;4;5;8;5;8;2;0;1;0
2020-06-01 08:00:00;1;1;0;0;15;9;5;3;4;0;0;0;0
2020-06-01 08:15:00;2;2;0;1;13;14;8;1;8;0;0;0;0
2020-06-01 08:30:00;9;7;2;0;6;7;13;2;5;2;1;0;3
2020-06-01 08:45:00;7;3;0;0;6;10;12;5;14;1;1;0;0
2020-06-01 09:00:00;7;6;0;1;13;24;18;4;8;4;1;0;0
2020-06-01 09:15:00;7;4;1;0;16;15;16;9;10;6;1;0;1
2020-06-01 09:30:00;9;8;0;1;16;13;14;0;14;2;1;0;0
2020-06-01 09:45:00;9;4;0;1;21;20;18;9;21;5;0;0;0
2020-06-01 10:00:00;4;5;0;0;26;19;15;3;16;2;2;0;0
2020-06-01 10:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 10:30:00;6;2;0;0;22;22;24;8;12;2;1;1;1
2020-06-01 10:45:00;15;5;1;0;28;26;16;6;17;6;3;0;0
2020-06-01 11:00:00;12;5;0;0;29;25;15;4;16;1;1;0;0
2020-06-01 11:15:00;11;8;1;1;19;21;28;13;17;8;4;0;2
2020-06-01 11:30:00;14;12;1;1;25;29;26;12;22;2;1;0;2
2020-06-01 11:45:00;17;3;0;1;28;34;31;16;26;5;1;7;0
2020-06-01 12:00:00;13;10;0;1;24;35;26;15;18;6;2;0;1
2020-06-01 12:15:00;12;9;2;0;27;27;32;14;27;8;7;0;0
2020-06-01 12:30:00;17;9;0;0;31;34;31;13;26;6;15;0;1
2020-06-01 12:45:00;16;11;0;0;22;18;39;21;21;7;28;0;0
2020-06-01 13:00:00;19;14;0;3;31;26;34;10;24;6;5;0;1
2020-06-01 13:15:00;12;6;0;1;32;32;32;12;32;17;1;0;0
2020-06-01 13:30:00;14;8;1;3;44;48;37;16;24;8;88;0;1
2020-06-01 13:45:00;16;11;1;1;37;33;36;18;32;11;1;0;0
2020-06-01 14:00:00;16;11;1;0;26;30;45;16;27;9;1;0;0
2020-06-01 14:15:00;13;10;1;1;29;26;31;11;27;13;7;0;1
2020-06-01 14:30:00;18;9;1;0;29;31;47;17;30;5;12;0;2
2020-06-01 14:45:00;15;8;1;2;40;40;44;17;19;7;4;0;0
2020-06-01 15:00:00;8;5;1;4;79;30;31;18;32;11;4;0;0
2020-06-01 15:15:00;15;12;2;1;27;23;41;20;20;6;2;0;0
2020-06-01 15:30:00;15;4;0;0;20;30;35;15;39;11;2;1;1
2020-06-01 15:45:00;18;13;1;0;39;41;39;17;26;12;5;0;0
2020-06-01 16:00:00;14;12;0;3;34;38;31;17;21;11;5;0;0
2020-06-01 16:15:00;17;11;0;0;33;34;41;15;24;10;1;0;0
2020-06-01 16:30:00;20;11;3;1;33;37;44;23;22;9;2;0;0
2020-06-01 16:45:00;23;14;1;2;41;47;35;15;35;8;1;2;0
2020-06-01 17:00:00;15;9;0;1;44;29;38;18;33;9;4;0;1
2020-06-01 17:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 17:30:00;15;12;0;4;37;53;39;13;31;4;4;0;0
2020-06-01 17:45:00;15;11;0;1;38;38;36;17;32;18;3;0;0
2020-06-01 18:00:00;19;7;0;3;39;44;46;21;29;11;3;0;1
2020-06-01 18:15:00;18;18;1;3;35;41;38;23;29;15;5;2;1
2020-06-01 18:30:00;27;14;2;2;31;42;45;23;34;15;4;0;1
2020-06-01 18:45:00;19;17;2;0;32;32;36;13;34;21;4;1;0
2020-06-01 19:00:00;14;6;0;1;29;38;38;24;79;15;1;1;0
2020-06-01 19:15:00;11;8;2;1;37;34;34;22;34;5;0;1;1
2020-06-01 19:30:00;15;8;0;1;19;38;36;22;27;7;1;0;2
2020-06-01 19:45:00;23;20;0;0;36;38;32;20;30;9;3;0;0
2020-06-01 20:00:00;13;10;1;1;28;29;38;16;25;6;1;0;0
2020-06-01 20:15:00;12;3;0;1;31;34;35;12;36;12;9;0;0
2020-06-01 20:30:00;15;10;0;2;35;45;32;16;25;12;5;4;0
2020-06-01 20:45:00;14;11;0;2;20;23;31;16;28;10;6;0;0
2020-06-01 21:00:00;16;7;0;2;26;33;27;17;23;8;1;0;0
2020-06-01 21:15:00;8;9;0;1;21;18;36;17;11;4;1;0;0
2020-06-01 21:30:00;12;5;0;1;36;31;26;8;18;4;446;0;0
2020-06-01 21:45:00;17;17;0;1;19;24;29;14;23;7;1609;0;0
2020-06-01 22:00:00;14;16;2;0;21;27;19;12;23;6;1394;0;0
2020-06-01 22:15:00;6;7;0;0;12;15;14;9;15;2;1035;1;0
2020-06-01 22:30:00;8;6;0;1;15;17;16;10;14;5;81;0;0
2020-06-01 22:45:00;10;3;1;2;16;15;6;8;6;4;0;0;0
2020-06-01 23:00:00;4;3;0;0;12;13;7;4;8;2;0;0;1
2020-06-01 23:15:00;0;5;0;2;9;9;19;8;6;1;0;0;0
2020-06-01 23:30:00;2;0;0;0;6;7;5;5;7;1;1;0;0
2020-06-01 23:45:00;3;1;0;0;8;8;10;7;4;0;0;0;0
