DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-10-24 00:00:00;0;3;6;2;0;0;9;0;0
2019-10-24 00:15:00;1;6;6;0;0;0;4;0;0
2019-10-24 00:30:00;1;3;6;0;1;0;6;0;0
2019-10-24 00:45:00;1;2;3;1;0;0;2;0;0
2019-10-24 01:00:00;2;6;7;1;0;0;5;0;0
2019-10-24 01:15:00;1;4;5;0;0;0;4;0;0
2019-10-24 01:30:00;1;2;4;1;0;1;5;0;0
2019-10-24 01:45:00;2;4;5;1;0;0;1;0;0
2019-10-24 02:00:00;0;2;2;0;0;0;1;0;0
2019-10-24 02:15:00;0;0;0;0;0;0;0;0;0
2019-10-24 02:30:00;0;2;3;0;0;0;2;0;0
2019-10-24 02:45:00;1;2;3;1;1;1;3;0;0
2019-10-24 03:00:00;0;2;3;2;1;1;2;0;0
2019-10-24 03:15:00;1;3;3;0;0;0;2;0;0
2019-10-24 03:30:00;0;3;3;0;0;0;1;0;0
2019-10-24 03:45:00;2;7;7;0;0;0;2;0;0
2019-10-24 04:00:00;4;3;6;0;0;0;2;0;0
2019-10-24 04:15:00;0;3;3;1;0;0;3;0;0
2019-10-24 04:30:00;5;5;8;2;0;1;4;0;0
2019-10-24 04:45:00;3;4;8;1;0;0;9;0;0
2019-10-24 05:00:00;9;14;25;4;2;4;21;1;0
2019-10-24 05:15:00;14;29;45;5;4;3;76;0;0
2019-10-24 05:30:00;11;29;44;8;4;6;61;0;0
2019-10-24 05:45:00;44;40;81;33;10;20;80;0;0
2019-10-24 06:00:00;34;49;66;28;6;11;51;0;0
2019-10-24 06:15:00;33;57;82;39;17;29;81;0;0
2019-10-24 06:30:00;34;52;68;26;22;33;85;1;9
2019-10-24 06:45:00;58;61;98;30;26;58;155;13;30
2019-10-24 07:00:00;39;42;80;21;17;27;119;0;27
2019-10-24 07:15:00;50;58;81;41;16;36;126;17;31
2019-10-24 07:30:00;62;68;104;38;11;27;136;2;18
2019-10-24 07:45:00;108;83;120;39;23;41;166;2;20
2019-10-24 08:00:00;63;78;113;34;24;49;171;3;50
2019-10-24 08:15:00;55;58;99;31;21;26;126;3;10
2019-10-24 08:30:00;47;49;99;29;17;20;142;1;13
2019-10-24 08:45:00;36;53;108;26;13;13;126;1;13
2019-10-24 09:00:00;32;46;63;21;13;13;99;6;11
2019-10-24 09:15:00;40;51;70;24;11;10;83;1;1
2019-10-24 09:30:00;45;52;78;21;10;8;77;10;13
