DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-07-13 00:00:00;5;9;8;0;0;0;8;0;0
2020-07-13 00:15:00;3;3;8;4;0;0;5;0;0
2020-07-13 00:30:00;2;2;4;0;0;0;7;0;0
2020-07-13 00:45:00;2;2;4;0;0;0;5;0;0
2020-07-13 01:00:00;1;4;5;0;0;0;2;0;0
2020-07-13 01:15:00;0;2;4;1;0;0;6;0;0
2020-07-13 01:30:00;0;4;7;1;1;0;6;0;0
2020-07-13 01:45:00;2;2;5;0;0;0;7;0;0
2020-07-13 02:00:00;0;0;0;0;0;0;3;0;0
2020-07-13 02:15:00;2;3;5;0;0;1;1;0;0
2020-07-13 02:30:00;1;2;4;0;0;0;2;0;0
2020-07-13 02:45:00;2;2;5;0;0;0;2;0;0
2020-07-13 03:00:00;1;1;1;0;0;0;1;0;0
2020-07-13 03:15:00;0;2;2;0;0;0;0;0;0
2020-07-13 03:30:00;0;1;2;0;0;0;2;0;0
2020-07-13 03:45:00;1;3;3;0;0;0;2;0;0
2020-07-13 04:00:00;3;3;3;1;1;1;5;0;0
2020-07-13 04:15:00;0;3;3;0;0;0;1;0;0
2020-07-13 04:30:00;2;3;4;0;0;0;4;0;0
2020-07-13 04:45:00;5;5;11;4;2;0;9;0;0
2020-07-13 05:00:00;5;10;16;4;2;2;22;0;0
2020-07-13 05:15:00;9;17;37;11;8;6;76;0;0
2020-07-13 05:30:00;22;24;49;9;5;10;91;0;0
2020-07-13 05:45:00;18;18;38;16;10;14;50;0;0
2020-07-13 06:00:00;21;23;39;15;8;7;37;0;0
2020-07-13 06:15:00;25;32;45;10;7;15;48;0;0
2020-07-13 06:30:00;37;39;65;19;13;15;65;2;16
2020-07-13 06:45:00;39;47;74;28;18;28;85;1;7
2020-07-13 07:00:00;34;35;69;15;13;21;101;0;3
2020-07-13 07:15:00;57;52;90;30;11;8;90;2;5
2020-07-13 07:30:00;68;65;123;27;11;18;122;2;15
2020-07-13 07:45:00;69;63;113;27;12;17;118;0;23
2020-07-13 08:00:00;46;59;78;23;11;12;104;5;16
2020-07-13 08:15:00;49;43;79;27;10;4;70;1;2
2020-07-13 08:30:00;36;39;66;18;9;9;75;1;3
2020-07-13 08:45:00;33;42;69;19;7;6;60;8;6
2020-07-13 09:00:00;40;42;102;16;5;5;62;0;1
2020-07-13 09:15:00;38;37;54;10;6;6;56;3;3
2020-07-13 09:30:00;18;41;57;18;11;5;60;2;2
2020-07-13 09:45:00;36;37;60;24;8;8;68;25;2
2020-07-13 10:00:00;35;58;71;17;9;11;81;7;0
2020-07-13 10:15:00;33;44;60;20;7;5;64;7;5
2020-07-13 10:30:00;34;52;63;22;9;8;72;11;19
