DATUM;1(TAFGA);2(TAFBA)
2019-09-19 00:00:00;0;0
2019-09-19 00:15:00;0;0
2019-09-19 00:30:00;0;0
2019-09-19 00:45:00;0;0
2019-09-19 01:00:00;0;0
2019-09-19 01:15:00;0;0
2019-09-19 01:30:00;0;0
2019-09-19 01:45:00;0;0
2019-09-19 02:00:00;0;0
2019-09-19 02:15:00;0;0
2019-09-19 02:30:00;0;0
2019-09-19 02:45:00;0;0
2019-09-19 03:00:00;0;0
2019-09-19 03:15:00;0;0
2019-09-19 03:30:00;0;0
2019-09-19 03:45:00;0;0
2019-09-19 04:00:00;0;0
2019-09-19 04:15:00;0;0
2019-09-19 04:30:00;0;0
2019-09-19 04:45:00;0;0
2019-09-19 05:00:00;0;0
2019-09-19 05:15:00;0;0
2019-09-19 05:30:00;0;0
2019-09-19 05:45:00;0;0
2019-09-19 06:00:00;0;0
2019-09-19 06:15:00;0;0
2019-09-19 06:30:00;8;5
2019-09-19 06:45:00;1;1
2019-09-19 07:00:00;92;1
2019-09-19 07:15:00;19;1
2019-09-19 07:30:00;58;22
2019-09-19 07:45:00;23;0
2019-09-19 08:00:00;16;0
2019-09-19 08:15:00;9;3
2019-09-19 08:30:00;7;4
2019-09-19 08:45:00;14;4
2019-09-19 09:00:00;2;0
2019-09-19 09:15:00;9;0
2019-09-19 09:30:00;56;0
2019-09-19 09:45:00;54;0
2019-09-19 10:00:00;32;0
2019-09-19 10:15:00;45;0
2019-09-19 10:30:00;52;0
2019-09-19 10:45:00;13;0
2019-09-19 11:00:00;9;0
2019-09-19 11:15:00;18;0
2019-09-19 11:30:00;24;0
2019-09-19 11:45:00;11;0
2019-09-19 12:00:00;3;0
2019-09-19 12:15:00;25;0
2019-09-19 12:30:00;56;0
2019-09-19 12:45:00;2;0
2019-09-19 13:00:00;16;2
2019-09-19 13:15:00;30;0
2019-09-19 13:30:00;30;5
2019-09-19 13:45:00;20;0
2019-09-19 14:00:00;35;0
2019-09-19 14:15:00;40;0
2019-09-19 14:30:00;7;0
2019-09-19 14:45:00;18;0
2019-09-19 15:00:00;78;15
2019-09-19 15:15:00;28;17
2019-09-19 15:30:00;19;0
2019-09-19 15:45:00;21;0
2019-09-19 16:00:00;183;2
2019-09-19 16:15:00;107;0
2019-09-19 16:30:00;34;28
2019-09-19 16:45:00;29;0
2019-09-19 17:00:00;37;0
2019-09-19 17:15:00;12;0
2019-09-19 17:30:00;2;0
2019-09-19 17:45:00;30;3
2019-09-19 18:00:00;6;0
2019-09-19 18:15:00;35;2
2019-09-19 18:30:00;52;0
2019-09-19 18:45:00;14;1
2019-09-19 19:00:00;10;3
2019-09-19 19:15:00;0;0
2019-09-19 19:30:00;12;1
2019-09-19 19:45:00;0;0
2019-09-19 20:00:00;0;0
2019-09-19 20:15:00;0;0
2019-09-19 20:30:00;0;0
2019-09-19 20:45:00;0;0
2019-09-19 21:00:00;0;0
2019-09-19 21:15:00;0;0
2019-09-19 21:30:00;0;0
2019-09-19 21:45:00;0;0
2019-09-19 22:00:00;0;0
2019-09-19 22:15:00;0;0
2019-09-19 22:30:00;0;0
2019-09-19 22:45:00;0;0
2019-09-19 23:00:00;0;0
2019-09-19 23:15:00;0;0
2019-09-19 23:30:00;0;0
2019-09-19 23:45:00;0;0
