DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-01-04 00:00:00;14;14;3;1;2;25;20;5;1;0;0;0;0;0
2020-01-04 00:15:00;17;16;3;2;3;17;25;6;2;1;0;0;0;0
2020-01-04 00:30:00;13;9;2;3;6;14;15;6;4;2;0;0;0;0
2020-01-04 00:45:00;15;10;3;2;2;7;7;6;6;4;0;0;0;0
2020-01-04 01:00:00;13;8;3;2;6;15;11;5;2;0;0;0;0;0
2020-01-04 01:15:00;9;10;2;1;3;10;12;5;1;4;0;0;0;0
2020-01-04 01:30:00;7;6;2;2;2;17;19;9;1;2;0;0;0;0
2020-01-04 01:45:00;9;6;1;1;2;12;17;4;1;1;0;0;0;0
2020-01-04 02:00:00;4;3;0;3;2;8;8;4;1;2;0;0;0;0
2020-01-04 02:15:00;6;4;3;1;2;20;19;5;1;1;0;0;0;0
2020-01-04 02:30:00;6;8;0;1;1;3;3;2;0;0;0;0;0;0
2020-01-04 02:45:00;6;9;1;3;2;9;7;1;0;0;0;0;0;0
2020-01-04 03:00:00;4;3;0;4;1;3;2;1;0;0;0;0;0;0
2020-01-04 03:15:00;6;6;0;0;0;7;10;3;2;0;0;0;0;0
2020-01-04 03:30:00;4;3;0;1;1;7;8;3;0;1;0;0;0;0
2020-01-04 03:45:00;3;3;2;2;2;6;3;1;0;0;0;0;0;0
2020-01-04 04:00:00;1;2;2;1;1;5;7;2;0;0;0;0;0;0
2020-01-04 04:15:00;6;4;1;2;1;6;8;3;0;1;0;0;0;0
2020-01-04 04:30:00;6;6;1;3;1;7;10;2;0;0;0;0;0;0
2020-01-04 04:45:00;6;4;0;3;1;11;13;2;1;2;0;0;0;0
2020-01-04 05:00:00;13;7;2;3;1;6;7;1;0;2;0;0;0;0
2020-01-04 05:15:00;14;9;1;2;7;10;10;5;3;1;0;0;0;0
2020-01-04 05:30:00;17;14;3;6;5;16;13;5;1;1;0;0;0;0
2020-01-04 05:45:00;28;20;0;5;7;24;16;18;2;3;0;0;0;0
2020-01-04 06:00:00;13;13;3;4;5;16;17;10;7;3;0;0;0;0
2020-01-04 06:15:00;10;9;4;7;5;20;19;11;7;3;0;0;0;0
2020-01-04 06:30:00;16;12;4;7;6;14;14;10;4;2;0;0;0;0
2020-01-04 06:45:00;9;9;4;3;9;17;27;11;5;4;0;0;0;0
2020-01-04 07:00:00;13;11;3;14;10;24;14;10;4;3;0;0;0;0
2020-01-04 07:15:00;17;10;4;8;8;18;19;10;4;1;0;0;0;0
2020-01-04 07:30:00;23;20;6;9;12;23;13;15;4;5;0;0;0;0
2020-01-04 07:45:00;24;20;6;12;19;23;25;21;8;9;0;0;0;0
2020-01-04 08:00:00;30;29;19;9;8;39;28;12;8;4;0;0;0;0
2020-01-04 08:15:00;21;20;12;16;19;33;31;17;4;4;0;0;0;0
2020-01-04 08:30:00;35;33;8;17;17;35;38;16;8;5;0;0;0;0
2020-01-04 08:45:00;39;36;19;27;17;53;54;27;6;3;0;0;2;0
2020-01-04 09:00:00;57;62;10;27;22;47;55;24;11;6;0;0;0;0
2020-01-04 09:15:00;50;52;17;24;18;55;62;25;10;10;0;0;0;0
2020-01-04 09:30:00;65;65;21;23;31;60;58;20;19;6;0;0;0;0
2020-01-04 09:45:00;76;92;19;33;28;71;85;31;12;16;0;0;1;0
2020-01-04 10:00:00;69;67;15;33;24;73;85;33;17;11;0;0;2;0
2020-01-04 10:15:00;75;73;21;36;39;77;68;36;19;11;0;0;1;3
2020-01-04 10:30:00;87;90;24;39;37;84;98;36;18;7;0;0;0;0
2020-01-04 10:45:00;78;87;19;56;38;88;95;43;28;6;0;0;0;0
2020-01-04 11:00:00;89;97;25;51;25;82;106;37;23;15;3;0;0;0
2020-01-04 11:15:00;102;92;30;47;30;97;109;42;18;15;0;0;0;0
2020-01-04 11:30:00;79;98;26;43;36;98;110;51;28;6;0;1;2;0
2020-01-04 11:45:00;107;92;25;56;40;89;122;50;21;14;0;0;0;0
2020-01-04 12:00:00;87;104;23;29;31;108;130;42;23;14;0;0;0;0
2020-01-04 12:15:00;103;105;34;46;27;106;134;44;22;11;0;0;0;0
2020-01-04 12:30:00;93;97;22;35;36;92;120;36;18;11;2;0;0;2
2020-01-04 12:45:00;82;87;29;55;37;112;114;37;13;6;0;0;0;0
2020-01-04 13:00:00;84;90;28;51;27;97;112;33;18;10;0;0;0;0
2020-01-04 13:15:00;95;86;27;36;36;92;108;37;10;7;0;0;0;0
2020-01-04 13:30:00;94;94;22;35;41;115;127;41;13;10;10;2;20;0
2020-01-04 13:45:00;100;98;24;36;36;106;110;30;21;12;5;0;1;1
2020-01-04 14:00:00;90;98;21;31;25;114;126;47;13;11;3;0;2;0
2020-01-04 14:15:00;85;92;30;36;23;99;114;28;12;9;0;0;0;0
2020-01-04 14:30:00;97;104;26;30;34;99;115;33;8;11;22;0;2;2
2020-01-04 14:45:00;94;100;24;31;24;89;108;39;11;8;5;3;0;2
2020-01-04 15:00:00;83;90;25;39;23;96;120;34;27;6;3;0;0;0
2020-01-04 15:15:00;77;85;27;26;31;85;109;32;15;5;0;0;0;0
2020-01-04 15:30:00;96;100;17;39;20;90;94;33;12;6;1;6;0;0
2020-01-04 15:45:00;82;82;16;36;40;74;92;47;11;7;0;0;0;0
2020-01-04 16:00:00;80;84;20;27;24;85;115;24;16;12;2;0;0;0
2020-01-04 16:15:00;89;96;14;32;35;103;112;30;5;5;3;0;4;0
2020-01-04 16:30:00;90;85;19;32;25;89;102;36;10;2;0;0;0;0
2020-01-04 16:45:00;67;69;21;30;28;97;99;28;16;11;1;0;0;0
2020-01-04 17:00:00;79;69;18;33;33;106;111;28;17;4;2;0;2;0
2020-01-04 17:15:00;71;78;26;31;37;97;101;31;9;5;0;5;0;0
2020-01-04 17:30:00;81;78;19;34;23;96;98;36;11;6;0;0;0;0
2020-01-04 17:45:00;81;80;23;35;32;92;81;18;10;5;4;0;0;0
2020-01-04 18:00:00;65;74;18;21;23;74;92;28;15;7;0;2;0;0
2020-01-04 18:15:00;63;59;23;27;29;84;81;27;7;5;0;9;0;0
2020-01-04 18:30:00;70;52;31;35;33;88;90;19;5;3;0;0;0;0
2020-01-04 18:45:00;75;75;13;34;30;72;89;30;16;9;0;0;0;0
