DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-11-30 00:00:00;10;3;5;9;0;0
2020-11-30 00:15:00;6;6;3;5;0;2
2020-11-30 00:30:00;9;1;3;2;0;0
2020-11-30 00:45:00;7;1;3;1;0;0
2020-11-30 01:00:00;6;2;6;3;0;0
2020-11-30 01:15:00;8;1;3;3;0;0
2020-11-30 01:30:00;6;2;4;7;0;1
2020-11-30 01:45:00;5;1;3;0;0;0
2020-11-30 02:00:00;3;0;2;1;0;1
2020-11-30 02:15:00;5;3;2;1;0;0
2020-11-30 02:30:00;3;3;2;5;1;2
2020-11-30 02:45:00;4;0;1;2;0;0
2020-11-30 03:00:00;4;1;4;2;0;1
2020-11-30 03:15:00;4;4;2;1;0;1
2020-11-30 03:30:00;5;6;1;2;0;2
2020-11-30 03:45:00;1;0;3;12;0;0
2020-11-30 04:00:00;5;2;3;4;0;1
2020-11-30 04:15:00;10;3;3;12;2;2
2020-11-30 04:30:00;19;6;5;11;1;7
2020-11-30 04:45:00;26;22;10;17;2;4
2020-11-30 05:00:00;73;49;13;27;1;5
2020-11-30 05:15:00;78;84;11;29;1;13
2020-11-30 05:30:00;96;94;19;33;2;12
2020-11-30 05:45:00;73;73;18;47;3;9
2020-11-30 06:00:00;70;46;28;46;3;9
2020-11-30 06:15:00;99;69;24;70;5;13
2020-11-30 06:30:00;127;82;44;81;7;22
2020-11-30 06:45:00;103;116;58;81;5;25
2020-11-30 07:00:00;114;113;41;70;7;17
2020-11-30 07:15:00;148;146;66;109;15;43
2020-11-30 07:30:00;162;148;107;151;13;48
2020-11-30 07:45:00;173;174;93;147;17;48
2020-11-30 08:00:00;158;169;79;120;21;52
2020-11-30 08:15:00;131;122;66;118;13;41
2020-11-30 08:30:00;124;118;63;121;22;28
2020-11-30 08:45:00;126;104;67;118;17;42
2020-11-30 09:00:00;105;75;60;103;10;24
2020-11-30 09:15:00;127;77;49;103;7;34
2020-11-30 09:30:00;113;86;63;93;7;31
2020-11-30 09:45:00;126;112;76;116;11;32
2020-11-30 10:00:00;126;93;75;147;18;42
2020-11-30 10:15:00;132;98;75;134;20;46
2020-11-30 10:30:00;141;110;78;114;15;44
2020-11-30 10:45:00;130;88;80;118;8;44
2020-11-30 11:00:00;136;98;79;129;14;32
2020-11-30 11:15:00;127;85;86;129;9;35
2020-11-30 11:30:00;131;102;79;141;18;40
2020-11-30 11:45:00;143;109;76;155;22;45
2020-11-30 12:00:00;146;107;78;136;14;41
2020-11-30 12:15:00;110;128;100;163;21;48
2020-11-30 12:30:00;129;99;68;146;18;38
2020-11-30 12:45:00;120;101;84;149;17;41
2020-11-30 13:00:00;135;113;84;159;19;31
2020-11-30 13:15:00;144;135;78;147;18;49
2020-11-30 13:30:00;166;168;73;130;12;52
2020-11-30 13:45:00;161;142;93;133;12;38
2020-11-30 14:00:00;119;110;97;160;22;49
2020-11-30 14:15:00;129;114;112;197;14;43
2020-11-30 14:30:00;155;118;121;198;26;41
2020-11-30 14:45:00;138;121;121;216;16;54
2020-11-30 15:00:00;138;126;118;205;19;62
2020-11-30 15:15:00;144;118;127;211;17;47
2020-11-30 15:30:00;147;155;132;231;21;44
2020-11-30 15:45:00;150;150;133;227;19;53
2020-11-30 16:00:00;157;135;124;204;23;43
2020-11-30 16:15:00;174;142;156;227;27;47
2020-11-30 16:30:00;161;116;133;246;19;58
2020-11-30 16:45:00;153;130;134;227;23;63
2020-11-30 17:00:00;150;138;134;219;24;58
2020-11-30 17:15:00;136;125;115;213;20;53
2020-11-30 17:30:00;143;118;100;201;21;63
2020-11-30 17:45:00;128;100;89;172;21;47
2020-11-30 18:00:00;126;91;87;146;15;46
2020-11-30 18:15:00;124;103;71;129;21;41
2020-11-30 18:30:00;112;82;77;111;16;45
2020-11-30 18:45:00;95;66;66;110;14;33
2020-11-30 19:00:00;92;66;50;102;16;36
2020-11-30 19:15:00;72;54;36;75;9;40
2020-11-30 19:30:00;82;47;48;62;7;31
2020-11-30 19:45:00;68;35;44;55;7;31
2020-11-30 20:00:00;53;49;30;54;1;12
2020-11-30 20:15:00;66;34;37;52;1;8
2020-11-30 20:30:00;67;31;34;63;7;17
2020-11-30 20:45:00;55;42;25;37;4;9
2020-11-30 21:00:00;83;56;32;35;2;6
2020-11-30 21:15:00;64;55;24;30;0;7
2020-11-30 21:30:00;42;37;23;40;5;9
2020-11-30 21:45:00;23;14;51;70;2;2
2020-11-30 22:00:00;31;12;44;83;5;6
2020-11-30 22:15:00;36;15;33;48;1;5
2020-11-30 22:30:00;28;15;23;27;3;4
2020-11-30 22:45:00;27;11;5;6;0;3
2020-11-30 23:00:00;16;5;7;11;3;4
2020-11-30 23:15:00;15;8;9;18;2;3
2020-11-30 23:30:00;10;4;12;22;2;2
2020-11-30 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
