DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2019-09-05 00:00:00;7;1;0;6;0;10;1;0;0
2019-09-05 00:15:00;6;2;1;9;0;14;1;0;0
2019-09-05 00:30:00;13;3;0;7;0;12;1;0;0
2019-09-05 00:45:00;1;0;0;2;0;13;0;0;0
2019-09-05 01:00:00;7;0;0;0;0;12;1;0;0
2019-09-05 01:15:00;5;3;0;10;0;14;1;0;0
2019-09-05 01:30:00;1;2;0;3;0;12;1;0;0
2019-09-05 01:45:00;2;0;0;5;0;14;1;0;0
2019-09-05 02:00:00;1;1;0;4;0;12;0;0;0
2019-09-05 02:15:00;3;0;0;4;0;14;1;0;0
2019-09-05 02:30:00;2;0;0;0;0;12;1;0;0
2019-09-05 02:45:00;6;2;0;1;0;13;1;0;0
2019-09-05 03:00:00;6;2;0;4;0;12;1;0;0
2019-09-05 03:15:00;6;4;0;4;0;14;0;0;0
2019-09-05 03:30:00;3;1;0;3;0;12;1;0;0
2019-09-05 03:45:00;4;2;0;4;0;14;1;0;0
2019-09-05 04:00:00;2;0;0;3;0;12;1;0;0
2019-09-05 04:15:00;5;1;1;5;0;13;1;0;0
2019-09-05 04:30:00;11;3;0;11;0;12;0;0;0
2019-09-05 04:45:00;30;4;1;21;0;14;1;0;0
2019-09-05 05:00:00;48;6;0;22;0;9;1;0;0
2019-09-05 05:15:00;117;6;2;58;0;11;0;0;0
2019-09-05 05:30:00;116;16;3;105;0;9;1;0;0
2019-09-05 05:45:00;129;22;3;170;0;11;1;0;0
2019-09-05 06:00:00;112;22;1;96;0;9;0;0;0
2019-09-05 06:15:00;103;19;2;112;0;11;1;0;0
2019-09-05 06:30:00;109;24;1;160;24;9;1;0;0
2019-09-05 06:45:00;97;20;6;163;1;10;0;0;0
2019-09-05 07:00:00;90;12;9;132;3;10;1;0;0
2019-09-05 07:15:00;64;15;7;134;7;10;0;0;0
2019-09-05 07:30:00;92;10;8;149;2;10;1;0;0
2019-09-05 07:45:00;111;16;8;184;0;10;1;0;0
2019-09-05 08:00:00;110;15;6;138;0;10;0;0;0
