DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-05-05 00:00:00;0;2;4;0;0;1;2;0;0;4;0
2020-05-05 00:15:00;0;0;2;0;0;1;4;0;0;1;2
2020-05-05 00:30:00;1;1;2;1;2;0;1;1;0;2;2
2020-05-05 00:45:00;0;1;1;0;0;2;2;1;2;2;3
2020-05-05 01:00:00;0;2;4;0;0;0;0;0;0;0;1
2020-05-05 01:15:00;0;0;2;0;1;0;2;0;0;0;0
2020-05-05 01:30:00;0;2;0;0;0;0;0;0;0;2;0
2020-05-05 01:45:00;0;0;0;0;0;0;0;0;0;1;0
2020-05-05 02:00:00;0;1;4;0;1;0;0;0;1;1;0
2020-05-05 02:15:00;0;0;1;0;1;1;1;0;0;0;0
2020-05-05 02:30:00;0;0;4;0;0;0;0;0;0;2;2
2020-05-05 02:45:00;0;0;0;0;0;0;0;0;0;2;2
2020-05-05 03:00:00;0;0;0;0;0;0;2;0;0;2;1
2020-05-05 03:15:00;0;1;0;0;0;0;2;0;0;1;1
2020-05-05 03:30:00;0;1;0;0;0;0;1;0;0;5;0
2020-05-05 03:45:00;1;0;1;0;1;0;0;0;1;2;0
2020-05-05 04:00:00;0;0;1;1;1;0;1;0;0;1;1
2020-05-05 04:15:00;0;2;2;0;0;0;1;0;0;3;2
2020-05-05 04:30:00;0;0;1;0;0;0;0;0;1;0;2
2020-05-05 04:45:00;0;3;3;2;2;1;2;0;0;3;1
2020-05-05 05:00:00;4;5;3;0;1;1;2;0;0;3;4
2020-05-05 05:15:00;3;13;6;0;1;0;7;0;4;8;5
2020-05-05 05:30:00;4;21;16;1;2;0;3;0;3;22;13
2020-05-05 05:45:00;2;18;14;2;3;1;11;1;7;17;20
2020-05-05 06:00:00;7;15;5;2;8;3;4;1;8;17;8
2020-05-05 06:15:00;1;16;15;5;6;5;12;2;6;17;17
2020-05-05 06:30:00;3;35;31;12;12;6;18;8;13;15;19
2020-05-05 06:45:00;3;32;24;9;13;10;18;7;16;28;25
2020-05-05 07:00:00;4;27;18;8;12;4;16;7;20;33;16
2020-05-05 07:15:00;3;30;35;21;20;8;26;10;26;54;18
2020-05-05 07:30:00;6;36;38;25;30;11;30;11;32;46;25
2020-05-05 07:45:00;4;37;37;10;12;19;28;13;25;39;24
2020-05-05 08:00:00;3;26;34;13;15;15;14;7;16;29;17
2020-05-05 08:15:00;3;24;24;11;15;10;22;9;20;17;10
2020-05-05 08:30:00;9;20;32;23;28;14;28;12;24;30;16
2020-05-05 08:45:00;5;23;28;13;18;17;24;14;19;26;20
2020-05-05 09:00:00;6;25;25;7;11;12;22;4;19;22;14
2020-05-05 09:15:00;4;26;28;11;14;15;28;14;20;26;15
2020-05-05 09:30:00;5;33;27;13;17;9;19;8;26;31;23
2020-05-05 09:45:00;2;38;37;12;11;24;28;14;27;28;11
2020-05-05 10:00:00;7;29;34;12;14;19;26;1;21;18;22
2020-05-05 10:15:00;7;24;25;9;15;13;28;10;18;29;17
2020-05-05 10:30:00;6;39;32;10;13;18;23;15;18;22;18
2020-05-05 10:45:00;3;27;38;12;13;10;27;12;27;22;19
2020-05-05 11:00:00;2;30;33;14;15;14;24;10;21;28;18
2020-05-05 11:15:00;3;35;40;18;21;22;41;30;25;26;31
2020-05-05 11:30:00;4;23;42;10;13;17;33;27;19;23;23
2020-05-05 11:45:00;5;38;30;10;12;14;36;22;23;24;23
2020-05-05 12:00:00;2;32;36;5;7;13;25;10;26;19;18
2020-05-05 12:15:00;5;36;48;3;6;20;27;18;18;14;20
2020-05-05 12:30:00;8;24;45;15;17;9;33;18;13;25;15
2020-05-05 12:45:00;4;26;53;17;22;12;47;37;20;24;22
2020-05-05 13:00:00;6;30;44;10;13;20;34;20;12;12;24
2020-05-05 13:15:00;2;28;26;6;7;14;34;14;18;23;23
2020-05-05 13:30:00;7;35;43;13;16;20;17;10;22;26;23
2020-05-05 13:45:00;6;32;31;11;16;13;32;24;23;25;24
2020-05-05 14:00:00;3;35;34;12;15;10;20;10;20;22;20
2020-05-05 14:15:00;5;27;39;6;9;13;22;15;19;27;25
2020-05-05 14:30:00;7;40;39;9;13;7;35;17;23;23;26
2020-05-05 14:45:00;3;33;36;12;11;20;28;21;25;29;24
2020-05-05 15:00:00;7;28;40;10;14;12;32;17;17;21;26
2020-05-05 15:15:00;5;28;35;10;14;13;26;15;28;28;27
2020-05-05 15:30:00;7;31;28;11;14;22;31;30;24;25;25
2020-05-05 15:45:00;9;37;33;7;11;25;37;23;21;31;29
2020-05-05 16:00:00;9;41;42;8;14;17;42;24;23;21;25
2020-05-05 16:15:00;6;40;47;13;17;12;32;15;21;25;34
2020-05-05 16:30:00;11;32;32;8;14;14;30;18;21;34;24
2020-05-05 16:45:00;3;44;61;8;9;15;33;15;20;30;27
2020-05-05 17:00:00;4;35;38;7;9;20;31;20;22;20;24
2020-05-05 17:15:00;10;44;57;8;12;17;36;18;23;27;32
2020-05-05 17:30:00;8;28;51;8;13;11;36;14;16;19;31
2020-05-05 17:45:00;3;27;53;4;5;14;35;24;25;28;17
2020-05-05 18:00:00;5;32;38;6;9;15;20;12;17;20;25
2020-05-05 18:15:00;4;34;36;7;8;12;47;25;19;22;23
