DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-05-19 00:00:00;4;4;5;7;0;0;0;0;0;0;0;0
2020-05-19 00:15:00;8;6;5;7;0;0;0;0;0;0;0;0
2020-05-19 00:30:00;11;4;3;4;0;0;0;0;0;0;0;0
2020-05-19 00:45:00;7;4;5;2;0;0;0;0;0;0;0;0
2020-05-19 01:00:00;6;2;6;2;0;0;0;0;0;0;0;0
2020-05-19 01:15:00;3;1;5;4;0;0;0;0;0;0;0;0
2020-05-19 01:30:00;7;3;3;1;0;0;0;0;0;0;0;0
2020-05-19 01:45:00;6;1;6;2;0;0;0;0;0;0;0;0
2020-05-19 02:00:00;5;0;2;1;0;0;0;0;0;0;0;0
2020-05-19 02:15:00;2;1;7;6;0;0;0;0;0;0;0;0
2020-05-19 02:30:00;4;1;6;5;0;0;0;0;0;0;0;0
2020-05-19 02:45:00;6;4;8;1;0;0;0;0;0;0;0;0
2020-05-19 03:00:00;4;1;5;0;0;0;0;0;0;0;0;0
2020-05-19 03:15:00;5;1;4;1;0;0;0;0;0;0;0;0
2020-05-19 03:30:00;5;1;3;1;0;0;0;0;0;0;0;0
2020-05-19 03:45:00;5;0;2;5;0;0;0;0;0;0;0;0
2020-05-19 04:00:00;3;0;5;2;0;0;0;0;0;0;0;0
2020-05-19 04:15:00;9;3;7;5;0;0;0;0;0;0;0;0
2020-05-19 04:30:00;6;2;11;6;0;0;0;0;0;0;0;0
2020-05-19 04:45:00;12;2;9;13;0;0;0;0;0;0;0;0
2020-05-19 05:00:00;17;7;12;9;0;0;0;0;0;0;0;0
2020-05-19 05:15:00;23;8;16;16;0;0;0;0;0;0;0;0
2020-05-19 05:30:00;51;17;32;27;0;0;0;0;0;0;0;0
2020-05-19 05:45:00;64;24;31;33;0;0;0;0;0;0;0;0
2020-05-19 06:00:00;50;14;35;29;1;0;0;0;0;0;0;0
2020-05-19 06:15:00;75;30;52;50;0;0;0;0;0;0;0;0
2020-05-19 06:30:00;79;36;59;70;0;0;0;0;11;0;0;0
2020-05-19 06:45:00;98;41;57;83;12;1;0;0;4;10;2;0
2020-05-19 07:00:00;93;62;61;67;3;1;0;0;3;0;0;0
2020-05-19 07:15:00;110;54;66;84;1;1;0;0;9;8;4;0
2020-05-19 07:30:00;106;62;77;60;4;3;0;0;0;4;0;0
2020-05-19 07:45:00;111;63;64;77;10;6;0;0;7;14;0;0
2020-05-19 08:00:00;103;60;65;60;6;0;0;0;9;12;0;0
2020-05-19 08:15:00;92;46;67;69;0;2;0;0;13;7;0;0
2020-05-19 08:30:00;108;55;66;57;0;0;0;0;4;4;0;0
2020-05-19 08:45:00;100;65;63;69;1;0;0;0;1;4;0;0
2020-05-19 09:00:00;94;76;72;72;6;2;0;0;1;1;0;0
2020-05-19 09:15:00;119;67;63;71;4;1;2;0;1;14;0;3
2020-05-19 09:30:00;106;56;65;67;0;1;0;0;0;3;0;0
2020-05-19 09:45:00;105;92;72;81;0;4;0;0;22;13;0;0
2020-05-19 10:00:00;90;59;63;63;3;2;0;0;2;5;0;0
2020-05-19 10:15:00;114;68;73;78;27;2;0;0;2;33;0;0
2020-05-19 10:30:00;110;60;84;80;9;0;0;0;12;8;0;0
2020-05-19 10:45:00;111;61;85;98;9;0;0;0;5;6;2;0
2020-05-19 11:00:00;110;74;92;81;9;0;0;0;0;10;0;0
2020-05-19 11:15:00;113;63;83;88;7;3;0;0;5;7;0;0
2020-05-19 11:30:00;110;79;81;107;20;9;1;0;30;7;0;0
2020-05-19 11:45:00;113;68;81;99;14;5;0;0;3;23;0;0
2020-05-19 12:00:00;104;71;89;97;10;2;1;0;4;15;0;0
2020-05-19 12:15:00;110;72;92;97;27;1;4;0;13;4;2;0
2020-05-19 12:30:00;101;68;89;89;7;4;0;0;13;8;0;0
2020-05-19 12:45:00;123;76;95;88;5;2;0;0;6;6;0;4
2020-05-19 13:00:00;120;82;86;120;2;2;0;0;16;8;0;0
2020-05-19 13:15:00;109;73;78;109;20;4;0;0;0;33;0;0
2020-05-19 13:30:00;116;77;80;95;1;13;0;0;7;7;0;0
2020-05-19 13:45:00;110;73;91;84;25;9;0;0;15;8;0;0
2020-05-19 14:00:00;137;91;96;104;6;7;0;0;17;3;0;0
2020-05-19 14:15:00;113;84;77;83;28;4;0;0;11;4;0;0
2020-05-19 14:30:00;118;75;86;103;13;3;7;0;3;46;0;0
2020-05-19 14:45:00;114;78;95;124;10;0;0;0;3;12;0;0
2020-05-19 15:00:00;126;78;117;123;5;9;0;0;8;26;0;0
2020-05-19 15:15:00;128;93;120;110;0;3;0;0;5;0;0;0
2020-05-19 15:30:00;128;96;101;135;5;7;0;2;23;2;11;0
2020-05-19 15:45:00;122;88;106;137;1;7;0;0;4;38;0;0
2020-05-19 16:00:00;97;82;113;138;42;1;0;0;13;15;0;0
2020-05-19 16:15:00;129;101;115;125;4;3;0;0;9;26;0;0
2020-05-19 16:30:00;123;78;108;131;6;3;0;0;5;17;0;0
2020-05-19 16:45:00;137;80;102;134;18;21;0;0;53;11;0;2
2020-05-19 17:00:00;130;94;113;136;3;2;0;0;3;16;0;0
2020-05-19 17:15:00;115;89;88;87;17;2;0;0;18;13;0;0
2020-05-19 17:30:00;62;48;68;50;4;0;0;0;19;14;0;0
2020-05-19 17:45:00;89;55;64;70;8;5;0;0;0;10;0;0
2020-05-19 18:00:00;110;75;91;106;10;14;0;0;15;6;0;0
2020-05-19 18:15:00;101;77;99;108;19;0;0;0;7;15;3;0
2020-05-19 18:30:00;84;80;84;79;5;19;0;0;10;23;0;3
2020-05-19 18:45:00;83;50;70;74;4;1;0;0;9;13;0;0
2020-05-19 19:00:00;74;53;63;87;2;30;0;1;9;19;11;0
2020-05-19 19:15:00;67;43;65;84;10;4;0;0;4;8;0;0
2020-05-19 19:30:00;57;42;57;68;5;1;0;0;2;16;0;12
2020-05-19 19:45:00;50;30;60;52;24;11;1;0;2;30;0;3
2020-05-19 20:00:00;45;32;54;67;5;5;0;6;3;6;0;0
2020-05-19 20:15:00;34;16;43;43;9;0;0;0;0;0;0;0
2020-05-19 20:30:00;35;25;33;38;0;0;0;0;0;0;0;0
2020-05-19 20:45:00;38;21;38;24;0;0;0;0;0;0;0;0
2020-05-19 21:00:00;39;20;30;29;0;0;0;0;0;0;0;0
2020-05-19 21:15:00;37;27;32;34;0;0;0;0;0;0;0;0
2020-05-19 21:30:00;48;22;26;19;0;0;0;0;0;0;0;0
2020-05-19 21:45:00;26;22;40;25;0;0;0;0;0;0;0;0
2020-05-19 22:00:00;25;17;30;27;0;0;0;0;0;0;0;0
2020-05-19 22:15:00;28;14;22;15;0;0;0;0;0;0;0;0
