DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-01-14 00:00:00;8;6;0;0;0;15;6;0;0
2020-01-14 00:15:00;19;13;1;0;0;16;5;0;0
2020-01-14 00:30:00;6;7;1;0;0;11;4;0;0
2020-01-14 00:45:00;8;5;0;0;0;9;5;0;0
2020-01-14 01:00:00;8;5;0;0;0;7;4;0;0
2020-01-14 01:15:00;8;2;0;0;0;7;5;0;2
2020-01-14 01:30:00;10;2;0;0;0;3;2;0;0
2020-01-14 01:45:00;12;3;0;0;0;15;5;0;0
2020-01-14 02:00:00;8;3;0;0;0;5;7;0;0
2020-01-14 02:15:00;15;1;0;0;0;10;3;0;0
2020-01-14 02:30:00;9;3;0;0;0;11;0;0;0
2020-01-14 02:45:00;7;9;1;0;0;3;2;0;0
2020-01-14 03:00:00;10;5;0;0;0;7;1;0;0
2020-01-14 03:15:00;9;2;0;0;0;5;2;0;0
2020-01-14 03:30:00;4;2;0;0;0;11;3;0;0
2020-01-14 03:45:00;5;1;0;0;0;7;1;0;0
2020-01-14 04:00:00;6;5;1;0;1;16;5;0;0
2020-01-14 04:15:00;20;10;0;0;0;7;3;0;0
2020-01-14 04:30:00;20;9;0;0;0;23;13;0;0
2020-01-14 04:45:00;34;15;1;0;0;62;40;0;0
2020-01-14 05:00:00;29;22;2;0;0;87;45;0;3
2020-01-14 05:15:00;51;41;1;0;4;200;138;0;2
2020-01-14 05:30:00;53;50;0;1;2;177;156;0;1
2020-01-14 05:45:00;132;123;4;1;7;194;153;0;4
2020-01-14 06:00:00;151;133;2;2;3;194;165;0;4
2020-01-14 06:15:00;143;128;4;3;6;243;195;0;5
2020-01-14 06:30:00;81;90;3;6;6;249;257;2;5
2020-01-14 06:45:00;81;115;9;2;10;215;231;13;7
2020-01-14 07:00:00;67;100;5;10;11;231;259;4;16
2020-01-14 07:15:00;103;97;8;12;19;226;240;6;11
2020-01-14 07:30:00;109;102;2;6;17;270;282;7;10
2020-01-14 07:45:00;145;146;9;11;14;252;269;2;14
2020-01-14 08:00:00;129;144;5;18;15;239;252;12;5
2020-01-14 08:15:00;91;133;3;12;18;258;248;5;26
2020-01-14 08:30:00;106;116;8;14;5;208;197;14;3
2020-01-14 08:45:00;111;130;9;15;13;172;198;4;1
2020-01-14 09:00:00;98;89;8;14;15;131;142;3;1
2020-01-14 09:15:00;108;114;5;11;13;139;168;1;2
2020-01-14 09:30:00;104;101;12;18;14;111;160;4;4
2020-01-14 09:45:00;115;112;13;14;14;120;147;3;1
2020-01-14 10:00:00;115;108;14;13;16;104;117;9;2
2020-01-14 10:15:00;98;117;16;22;14;128;131;5;1
2020-01-14 10:30:00;114;112;18;21;22;123;158;1;0
2020-01-14 10:45:00;120;114;12;21;16;116;104;1;1
2020-01-14 11:00:00;107;127;12;27;16;107;157;4;2
2020-01-14 11:15:00;116;108;13;31;15;94;126;12;0
2020-01-14 11:30:00;133;139;11;25;14;92;106;3;1
2020-01-14 11:45:00;131;133;12;26;15;120;134;8;3
2020-01-14 12:00:00;141;152;9;26;18;106;122;5;2
2020-01-14 12:15:00;148;143;14;24;12;98;117;22;1
2020-01-14 12:30:00;136;127;9;15;18;104;126;2;0
